Gene_names,RBBP5_vs_BirA_logFC,RBBP5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP5_N1,Peptides_RBBP5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP5_N1,Razor___unique_peptides_RBBP5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP5_N1,Unique_peptides_RBBP5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP5_N1,Identification_type_RBBP5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP5_N1,Ratio_H_L_RBBP5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP5_N1,Ratio_H_L_normalized_RBBP5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP5_N1,Ratio_H_L_variability_____RBBP5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP5_N1,Ratio_H_L_count_RBBP5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP5_N1,Ratio_H_L_iso_count_RBBP5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP5_N1,Ratio_H_L_type_RBBP5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP5_N1____,Sequence_coverage_RBBP5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP5_N1,Intensity_L_RBBP5_N1,Intensity_H_RBBP5_N1,Intensity_RBBP5_N2,Intensity_L_RBBP5_N2,Intensity_H_RBBP5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP5_N1,metacell_Intensity_L_RBBP5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
TPD52L2,-0.319771258255773,0.525642768104733,O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,5;4;3,5;4;3,5;4;3,Tumor protein D54,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2;tr|A0A087WYR3|A0A087WYR3_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=1;tr|A0A087WZ51|A0A087WZ51_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=T,3,5,5,5,4,4,1,4,4,4,1,4,4,4,1,4,25.2,25.2,25.2,22.237,206,206;222;152,0.0,30.147,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41767,1.2233,0.72432,12,8,Leave out requantified,0.41161,0.42381,0.48019,0.21085,1.3865,1.1785,0.73471,0.24107,49.13,45.088,,93.655,4,4,1,3,2,2,1,3,Median,Median,Median,Median,25.2,25.2,6.8,20.4,992570000,653410000,339160000,214860000,130270000,84595000,271170000,175150000,96027000,181730000,104110000,77621000,324810000,243890000,80919000,,,,1115,8139;8140;12226;13329;14090,True;True;True;True;True,10296;10297;10298;15193;16521;17452;17453,23414;23415;23416;23417;34340;34341;37450;37451;37452;39622;39623;39624;39625;39626,38286;38287;38288;38289;55781;60890;60891;60892;60893;60894;64706;64707;64708;64709;64710;64711;64712;64713,38286;38288;55781;60892;64709,,,,,-1;-1;-1,protein_1116,quanti,quanti,quanti,quanti
PPIH,-0.331676196064443,0.199894067089737,O43447;C9JQD4;H0YEL5;A6NM32,O43447;C9JQD4;H0YEL5,4;3;2;1,4;3;2;1,4;3;2;1,Peptidyl-prolyl cis-trans isomerase H;Peptidyl-prolyl cis-trans isomerase,sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1;tr|C9JQD4|C9JQD4_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1;tr|H0YEL5|H0YEL5_HUMAN Peptidyl-prolyl cis-,4,4,4,4,3,4,2,2,3,4,2,2,3,4,2,2,41.2,41.2,41.2,19.208,177,177;144;96;57,0.0,5.1868,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34467,0.90267,9.3523,10,4,Leave out requantified,0.29925,0.3888,0.044246,0.056118,0.9174,0.88598,0.048619,0.060032,16.658,2.904,,27.445,3,4,1,2,0,1,1,2,Leave out requantified,Leave out requantified,Median,Median,34.5,41.2,20.3,20.3,270260000,221820000,48444000,65575000,47709000,17866000,87465000,61012000,26453000,54202000,53160000,1042000,63020000,59937000,3082800,,,,1116,1827;5570;6079;10083,True;True;True;True,2279;7072;7698;12611,5371;5372;16016;16017;16018;16019;17394;17395;17396;17397;28651,9036;9037;9038;9039;9040;9041;26372;26373;26374;26375;28592;28593;28594;28595;28596;28597;46593,9038;26374;28592;46593,,,,,-1;-1;-1;-1,protein_1117,quanti,quanti,quanti,quanti
EPB41L2,-21.8946390947159,3.1577099108697e-07,O43491;E9PK52;E9PHY5;E9PII3;Q6ZSX4;H0Y5B0;E9PPC9;E9PMV8;Q6R5J7;A0A2R8Y5B3,O43491;E9PK52;E9PHY5;E9PII3,5;4;4;3;2;2;2;2;2;2,5;4;4;3;2;2;2;2;2;2,4;3;3;2;2;2;2;2;2;1,Band 4.1-like protein 2,sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;tr|E9PK52|E9PK52_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;tr|E9PHY5|E9PHY5_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN,10,5,5,4,3,5,0,0,3,5,0,0,2,4,0,0,8.2,8.2,7.5,112.59,1005,1005;811;935;706;201;380;126;268;383;824,0.0,5.1675,By MS/MS,By MS/MS,,,0.29835,0.8036,41.354,8,6,Median,0.26496,0.32255,,,0.91586,0.79887,,,27.474,50.829,,,3,5,0,0,2,4,0,0,Plateau,Median,Median,Median,4.5,8.2,0.0,0.0,225520000,164780000,60742000,73157000,55462000,17694000,152360000,109320000,43048000,0,0,0,0,0,0,,,,1117,3800;4837;6854;11020;15648,True;True;True;True;True,4707;6074;8651;13733;19363,10736;10737;13748;19602;31151;31152;44141;44142,17725;17726;22664;32196;50718;50719;50720;72333;72334,17726;22664;32196;50718;72334,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1118,imputed MEC,imputed MEC,quanti,quanti
NDUFA2,-21.1808338437601,3.97106073169281e-07,O43678,O43678,3,3,3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,sp|O43678|NDUA2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens OX=9606 GN=NDUFA2 PE=1 SV=3,1,3,3,3,2,3,0,0,2,3,0,0,2,3,0,0,45.5,45.5,45.5,10.921,99,99,0.0,2.5958,By MS/MS,By MS/MS,,,0.8612,2.3852,22.887,5,1,Leave out requantified,0.72497,0.95138,,,2.1868,2.4408,,,12.819,19.698,,,2,3,0,0,1,0,0,0,Median,Leave out requantified,Median,Median,35.4,45.5,0.0,0.0,197270000,100810000,96451000,57823000,33468000,24355000,139440000,67346000,72097000,0,0,0,0,0,0,,,,1120,1063;12879;16123,True;True;True,1333;15994;19950,3119;36255;36256;45487;45488,5189;58964;58965;74510,5189;58964;74510,,,,,-1,protein_1121,imputed MEC,imputed MEC,quanti,quanti
ASNA1,-0.207119715895466,0.532364951557704,O43681,O43681,6,6,6,ATPase ASNA1,sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2,1,6,6,6,3,4,3,4,3,4,3,4,3,4,3,4,21.3,21.3,21.3,38.792,348,348,0.0,14.91,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4887,1.4758,13.613,14,7,Leave out requantified,0.41204,0.51516,0.14213,0.1042,1.4175,1.3826,0.17016,0.11005,15.052,15.061,64.115,49.239,3,4,3,4,0,0,3,4,Leave out requantified,Leave out requantified,Median,Median,12.1,19.3,10.9,14.1,627350000,481710000,145640000,133140000,82204000,50941000,214480000,147080000,67404000,126010000,112030000,13982000,153710000,140400000,13308000,,,,1121,4903;8687;8947;14154;15991;16417,True;True;True;True;True;True,6168;10963;11261;17527;19806;20314,13985;13986;13987;13988;24969;24970;24971;24972;25601;39793;39794;39795;45171;46300,23069;23070;23071;23072;23073;23074;23075;40785;40786;40787;40788;40789;40790;40791;40792;40793;40794;40795;40796;41748;64966;64967;64968;64969;64970;74005;75726;75727,23070;40791;41748;64969;74005;75726,,,,,-1,protein_1122,quanti,quanti,quanti,quanti
ACTN4,1.18992606292731,0.00812730336532035,O43707;F5GXS2;H7C144;K7EJH8;K7EP19,O43707;F5GXS2,44;23;15;7;3,25;18;12;3;1,24;18;12;3;1,Alpha-actinin-4,sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2;tr|F5GXS2|F5GXS2_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,5,44,25,24,19,22,33,34,9,14,19,19,9,14,18,18,50.5,35.3,34.1,104.85,911,911;521;342;182;105,0.0,90.782,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30575,0.94222,25.737,71,49,Leave out requantified,0.29495,0.34045,0.098258,0.085382,1.0562,0.92247,0.1253,0.088512,33.587,25.231,74.552,88.983,10,15,22,24,0,3,22,24,Leave out requantified,Leave out requantified,Median,Median,28.3,34.1,38.7,41.3,5602500000,4801400000,801030000,668100000,498570000,169530000,987770000,713940000,273840000,2074700000,1885300000,189350000,1871900000,1703600000,168310000,,,,1122,283;700;850;851;1013;1014;1606;2274;2365;2785;2904;3101;3269;3394;3395;3396;4626;5304;5559;5676;5777;5778;7438;7711;7712;7822;7869;7870;9255;9765;10108;11125;11353;11473;11903;12254;13162;13571;13729;14845;15054;15055;15077;15078,True;True;False;False;False;False;True;True;True;True;False;False;True;False;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;True;True;True;True;True;True;True;False;False;False;True;True;True;True,337;840;1036;1037;1270;1271;1272;1273;1274;2006;2867;2981;2982;3496;3633;3634;3882;4086;4240;4241;4242;5779;5780;6681;6682;7055;7056;7218;7340;7341;9415;9416;9776;9777;9931;9986;9987;9988;11617;12230;12640;12641;13859;14142;14284;14285;14821;15224;16318;16803;16804;17015;17016;18368;18671;18672;18673;18699;18700,764;1949;1950;2420;2421;2422;2423;2424;2425;2426;2970;2971;2972;2973;2974;2975;2976;2977;2978;2979;2980;2981;2982;2983;4736;4737;4738;4739;6717;6987;6988;6989;6990;6991;6992;8089;8090;8401;8402;8403;8935;8936;9345;9346;9347;9348;9676;9677;9678;9679;13100;13101;13102;13103;13104;15089;15090;15091;15994;15995;15996;16342;16610;16611;16612;16613;16614;16615;21322;21323;21324;21325;21326;21327;22176;22177;22178;22179;22595;22725;22726;22727;26367;26368;27781;27782;27783;28710;28711;28712;28713;28714;31449;32044;32045;32046;32331;32332;32333;32334;33492;33493;34404;34405;34406;36974;38123;38124;38125;38126;38127;38128;38667;38668;38669;38670;38671;38672;41838;41839;41840;41841;42554;42555;42556;42557;42558;42559;42560;42561;42562;42563;42564;42565;42621;42622;42623;42624;42625,1338;3232;3233;4039;4040;4041;4042;4043;4044;4045;4945;4946;4947;4948;4949;4950;4951;4952;4953;4954;4955;4956;4957;4958;4959;4960;4961;8003;8004;8005;8006;8007;8008;11330;11832;11833;11834;11835;11836;11837;11838;11839;11840;13525;13526;13999;14000;14001;14002;14003;14004;14849;14850;14851;14852;14853;14854;14855;14856;14857;15475;15476;15477;15478;15479;15480;15996;15997;15998;15999;16000;21665;21666;21667;21668;21669;21670;21671;21672;21673;21674;24752;24753;24754;24755;24756;26344;26345;26346;26872;27300;27301;27302;27303;27304;27305;27306;27307;27308;27309;34965;34966;34967;34968;34969;34970;34971;34972;34973;34974;34975;36328;36329;36330;36331;37003;37190;37191;37192;42897;42898;42899;42900;42901;42902;42903;45200;45201;45202;46688;46689;46690;46691;46692;46693;46694;46695;51185;52156;52157;52158;52159;52587;52588;52589;52590;54405;54406;55870;55871;55872;55873;55874;60105;60106;62078;62079;62080;62081;62082;62083;62084;62085;63120;63121;63122;63123;63124;63125;63126;63127;63128;63129;63130;63131;63132;63133;63134;63135;63136;63137;68465;68466;68467;68468;68469;68470;68471;68472;68473;68474;68475;68476;68477;68478;69650;69651;69652;69653;69654;69655;69656;69657;69658;69659;69660;69661;69662;69663;69664;69665;69666;69667;69668;69669;69752;69753;69754;69755;69756;69757;69758;69759;69760,1338;3232;4039;4044;4946;4955;8003;11330;11834;13526;14002;14852;15478;15997;15999;16000;21665;24752;26345;26872;27301;27305;34968;36329;36331;37003;37190;37191;42899;45201;46688;51185;52158;52587;54406;55870;60106;62082;63123;68472;69650;69659;69752;69755,598;599;600;601,,54;122;125;417,,-1;-1;-1;-1;-1,protein_1123,quanti,quanti,quanti,quanti
SGTA,-0.901369731170572,0.0501989924660155,O43765;K7EMD6;K7ERW5,O43765;K7EMD6,7;4;1,7;4;1,7;4;1,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,sp|O43765|SGTA_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1;tr|K7EMD6|K7EMD6_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Fragment) OS=Homo sapiens O,3,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,28.1,28.1,28.1,34.063,313,313;162;68,0.0,11.628,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38881,1.1553,23.387,15,10,Leave out requantified,0.42377,0.40088,0.45747,0.4829,1.492,1.1185,0.50643,0.5097,28.215,12.306,185.34,131.55,4,4,4,3,2,1,4,3,Median,Leave out requantified,Median,Median,18.5,17.3,15.3,16.6,989830000,546240000,443590000,238810000,157320000,81485000,262820000,160560000,102260000,288130000,136200000,151930000,200070000,92155000,107920000,,,,1123,772;789;1056;7766;8153;9977;9978,True;True;True;True;True;True;True,938;959;1326;9851;10312;12477;12478,2209;2210;2211;2212;2252;2253;2254;2255;3104;22380;23439;23440;23441;23442;28357;28358,3679;3680;3681;3682;3740;3741;3742;3743;3744;3745;3746;3747;3748;5163;36670;38318;38319;38320;38321;38322;38323;46155;46156,3679;3741;5163;36670;38319;46155;46156,,,,,-1;-1;-1,protein_1124,quanti,quanti,quanti,quanti
NARS,-0.0552016961988961,0.941621597688687,O43776;K7EMQ6;K7EIU7;K7EPK2;K7EQ35;K7EJ19,O43776,12;3;3;3;3;2,12;3;3;3;3;2,12;3;3;3;3;2,"Asparagine--tRNA ligase, cytoplasmic","sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",6,12,12,12,8,5,3,10,8,5,3,10,8,5,3,10,23.7,23.7,23.7,62.942,548,548;128;162;163;167;136,0.0,22.476,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33694,1.0019,10.403,24,15,Leave out requantified,0.31866,0.45517,0.075667,0.11326,0.9513,1.0955,0.076807,0.12074,14.943,10.052,7.8757,39.909,8,5,3,8,2,2,3,8,Leave out requantified,Leave out requantified,Median,Median,16.4,11.7,7.7,19.3,1270500000,1049800000,220700000,391460000,304540000,86923000,216640000,145110000,71533000,174580000,161960000,12615000,487810000,438180000,49626000,,,,1124,1178;2893;2894;3805;5875;6761;7524;8846;10831;15040;16303;16316,True;True;True;True;True;True;True;True;True;True;True;True,1482;3622;3623;4712;7448;7449;8543;9540;9541;11140;13508;18648;20163;20180,3473;8386;8387;8388;8389;8390;10746;10747;10748;16836;16837;16838;19360;21619;21620;25343;25344;25345;25346;30638;42507;45967;45968;45969;46014;46015,5812;13979;13980;13981;13982;13983;17735;17736;17737;17738;17739;27648;27649;27650;27651;27652;27653;27654;31809;31810;35409;35410;41369;41370;41371;41372;41373;49811;69591;75221;75222;75223;75224;75225;75294;75295;75296;75297,5812;13980;13982;17736;27653;31810;35410;41372;49811;69591;75223;75295,602,,507,,-1;-1;-1;-1;-1;-1,protein_1125,quanti,quanti,quanti,quanti
NUDT21,-0.842906991689961,0.0590341333891146,O43809;H3BND3;H3BV41,O43809;H3BND3,7;4;2,7;4;2,7;4;2,Cleavage and polyadenylation specificity factor subunit 5,sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1;tr|H3BND3|H3BND3_HUMAN Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 S,3,7,7,7,4,4,3,3,4,4,3,3,4,4,3,3,39.6,39.6,39.6,26.227,227,227;149;71,0.0,12.137,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.68621,1.8046,9.2111,13,7,Leave out requantified,0.60663,0.77502,0.44294,0.20735,1.7385,1.8732,0.46979,0.2198,9.8417,9.3692,51.473,16.112,4,4,3,2,1,1,3,2,Leave out requantified,Leave out requantified,Median,Median,28.2,28.2,16.7,16.7,691630000,466050000,225580000,193770000,117810000,75951000,254640000,149340000,105300000,147930000,119670000,28257000,95295000,79222000,16073000,,,,1125,1075;5262;7971;8847;8943;13731;16357,True;True;True;True;True;True;True,1348;6624;10099;11141;11142;11257;17019;20233,3157;3158;14955;14956;22939;22940;25347;25348;25595;25596;38678;38679;46135;46136,5242;5243;5244;5245;24558;24559;24560;37506;37507;37508;37509;41374;41375;41742;41743;63143;63144;63145;63146;75483;75484;75485,5243;24560;37506;41374;41743;63144;75485,,,,,-1;-1;-1,protein_1126,quanti,quanti,quanti,quanti
RRP9,-0.639316326981369,0.256444742034343,O43818,O43818,7,7,7,U3 small nucleolar RNA-interacting protein 2,sp|O43818|U3IP2_HUMAN U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,1,7,7,7,2,5,2,2,2,5,2,2,2,5,2,2,14.5,14.5,14.5,51.84,475,475,0.0,13.413,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33231,0.81924,102.64,7,5,Median,0.39442,0.4177,0.15685,0.13754,1.1489,1.225,0.17231,0.14739,97.736,23.687,,,2,3,1,1,1,2,1,1,Median,Plateau,Median,Median,5.5,10.7,3.8,3.8,322710000,242650000,80053000,61260000,36375000,24885000,149130000,102860000,46271000,54946000,51295000,3651000,57369000,52122000,5246600,,,,1127,475;2291;2973;9432;9632;9672;11034,True;True;True;True;True;True;True,565;2886;3722;11831;12085;12129;13749,1316;6756;8591;26861;27453;27454;27560;27561;31198;31199;31200,2233;11392;14316;43636;44649;44650;44651;44816;44817;44818;44819;44820;44821;50793;50794;50795,2233;11392;14316;43636;44651;44821;50794,,,,,-1,protein_1128,quanti,quanti,quanti,quanti
CALU,0.262451396937998,0.511148217876799,O43852;H0Y875,O43852;H0Y875,2;1,2;1,2;1,Calumenin,sp|O43852|CALU_HUMAN Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2;tr|H0Y875|H0Y875_HUMAN Calumenin (Fragment) OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,4.8,4.8,4.8,37.106,315,315;147,0.0053763,1.5199,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.19972,0.39733,141.53,6,4,Median,0.37978,0.38873,0.072508,0.12557,1.0971,1.0901,0.082874,0.13079,21.073,,99.1,,2,1,2,1,1,0,2,1,Median,Median,Median,Median,4.8,2.5,4.8,4.8,294270000,243910000,50360000,74078000,53070000,21009000,61346000,41241000,20105000,93848000,86440000,7407800,64997000,63158000,1839000,,,,1128,3180;15997,True;True,3974;19813,9115;9116;9117;45186;45187;45188;45189,15108;15109;15110;74029;74030;74031;74032;74033;74034;74035;74036;74037;74038,15108;74036,,,,,-1;-1,protein_1129,quanti,quanti,quanti,quanti
AHCYL1;AHCYL2,-1.1108408177357,0.0604723967402659,O43865;Q96HN2;H0Y8B3,O43865;Q96HN2;H0Y8B3,4;2;2,4;2;2,4;2;2,Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3;Adenosylhomocysteinase,sp|O43865|SAHH2_HUMAN S-adenosylhomocysteine hydrolase-like protein 1 OS=Homo sapiens OX=9606 GN=AHCYL1 PE=1 SV=2;sp|Q96HN2|SAHH3_HUMAN Adenosylhomocysteinase 3 OS=Homo sapiens OX=9606 GN=AHCYL2 PE=1 SV=1;tr|H0Y8B3|H0Y8B3_HUMAN Adenosylhomocysteinase 3 (Fr,3,4,4,4,4,3,1,1,4,3,1,1,4,3,1,1,9.1,9.1,9.1,58.951,530,530;611;518,0.0,5.799,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64004,2.004,16.213,11,5,Leave out requantified,0.57962,0.76647,1.2759,1.0039,1.5349,2.0498,1.3601,1.0279,16.677,15.009,37.999,,4,4,2,1,1,1,2,1,Leave out requantified,Median,Median,Median,9.1,7.5,2.3,2.3,451460000,248310000,203140000,119000000,72001000,46996000,143910000,79172000,64739000,122830000,64077000,58755000,65717000,33065000,32652000,,,,1129,4637;7382;15799;16382,True;True;True;True,5796;5797;9332;19570;20270,13145;13146;13147;13148;13149;13150;13151;21105;21106;44640;46208;46209;46210,21743;21744;21745;21746;21747;21748;21749;34632;34633;34634;34635;34636;34637;34638;73156;75602;75603;75604;75605,21746;34638;73156;75603,,,,,-1;-1;-1,protein_1130,quanti,quanti,quanti,quanti
TIMM8A,-1.82335579406377,0.00226075154493188,O60220,O60220,5,5,5,Mitochondrial import inner membrane translocase subunit Tim8 A,sp|O60220|TIM8A_HUMAN Mitochondrial import inner membrane translocase subunit Tim8 A OS=Homo sapiens OX=9606 GN=TIMM8A PE=1 SV=1,1,5,5,5,4,4,2,2,4,4,2,2,4,4,2,2,44.3,44.3,44.3,10.998,97,97,0.0,8.8217,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31386,0.96494,23.539,11,5,Leave out requantified,0.36336,0.29479,0.079513,0.38451,1.1733,0.76861,0.095358,0.40244,12.31,10.882,,30.397,4,4,1,2,1,1,1,2,Leave out requantified,Leave out requantified,Median,Median,44.3,44.3,22.7,17.5,609850000,460120000,149730000,194450000,146900000,47551000,264670000,188540000,76132000,75160000,69649000,5511200,75578000,55042000,20536000,,,,1130,370;3630;3631;7848;12551,True;True;True;True;True,445;4506;4507;9965;15599,1033;1034;1035;10305;10306;10307;10308;10309;22683;22684;35310;35311,1777;1778;1779;16994;16995;16996;16997;16998;16999;17000;17001;17002;37142;37143;57370;57371,1777;16994;16998;37142;57371,,,,,-1,protein_1131,quanti,quanti,quanti,quanti
SPAG9;MAPK8IP3,0.378183913638015,0.743362643557233,O60271;A0A087X2D8;Q9UPT6;E9PFH7;A0A087WYG2;A0A669KB35,O60271;A0A087X2D8;Q9UPT6;E9PFH7;A0A087WYG2;A0A669KB35,6;5;3;3;3;3,6;5;3;3;3;3,6;5;3;3;3;3,C-Jun-amino-terminal kinase-interacting protein 4;C-Jun-amino-terminal kinase-interacting protein 3,sp|O60271|JIP4_HUMAN C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=4;tr|A0A087X2D8|A0A087X2D8_HUMAN C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=1;sp|Q9UPT6|JIP3_HUM,6,6,6,6,5,2,2,1,5,2,2,1,5,2,2,1,4.7,4.7,4.7,146.2,1321,1321;1312;1336;1330;1337;1344,0.0,4.7783,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42603,0.88985,143.08,7,4,Median,0.447,0.42603,0.31446,0.029964,1.4612,0.83138,0.34482,0.034002,28.867,,137.06,,3,1,2,1,1,0,2,1,Median,Median,Median,Median,4.7,2.3,1.4,0.7,181910000,109310000,72602000,63650000,39286000,24364000,13848000,7290900,6557300,84436000,43403000,41033000,19974000,19326000,647920,,,,1131,465;8814;12383;13048;15569;15570,True;True;True;True;True;True,554;11104;15380;16188;19274;19275,1288;1289;25276;34811;34812;36691;36692;36693;43972;43973,2179;41270;56556;56557;56558;59646;59647;59648;72072;72073,2179;41270;56557;59646;72072;72073,,,,,-1;-1;-1;-1;-1;-1,protein_1132,quanti,quanti,quanti,quanti
