Gene_names,TLE1_vs_BirA_logFC,TLE1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE1_N1,Peptides_TLE1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE1_N1,Razor___unique_peptides_TLE1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE1_N1,Unique_peptides_TLE1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE1_N1,Identification_type_TLE1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE1_N1,Ratio_H_L_TLE1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE1_N1,Ratio_H_L_normalized_TLE1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE1_N1,Ratio_H_L_variability_____TLE1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE1_N1,Ratio_H_L_count_TLE1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE1_N1,Ratio_H_L_iso_count_TLE1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE1_N1,Ratio_H_L_type_TLE1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE1_N1____,Sequence_coverage_TLE1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE1_N1,Intensity_L_TLE1_N1,Intensity_H_TLE1_N1,Intensity_TLE1_N2,Intensity_L_TLE1_N2,Intensity_H_TLE1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE1_N1,metacell_Intensity_L_TLE1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
NSF,-0.0363033452452655,0.913268619832277,P46459;I3L0N3;I3L2G1;K7EQD6;I3L0L3,P46459;I3L0N3,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,Vesicle-fusing ATPase,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,5,8,8,8,5,5,2,5,5,5,2,5,5,5,2,5,11.4,11.4,11.4,82.593,744,744;739;136;180;161,0.0,21.516,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35472,1.004,33.443,20,6,Leave out requantified,0.3297,0.4604,0.48553,0.34427,0.94535,1.1552,1.0884,0.91664,82.565,25.297,30.243,44.968,5,5,3,7,2,1,0,3,Leave out requantified,Leave out requantified,Median,Leave out requantified,7.8,7.8,3.0,6.6,772650000,514300000,258350000,168690000,109070000,59626000,204880000,139480000,65405000,88215000,62935000,25279000,310860000,202820000,108040000,,,,1071,5560;6871;8886;9787;10523;11162;13100;18735,True;True;True;True;True;True;True;True,7183;9051;11752;13014;13958;14770;14771;17159;24245,16003;16004;20225;20226;26229;29011;31101;32847;32848;32849;32850;32851;38125;38126;38127;38128;38129;38130;54082;54083,29315;29316;29317;29318;29319;29320;29321;37021;37022;37023;37024;47837;52543;56270;56271;59321;59322;59323;59324;59325;59326;68590;68591;68592;68593;68594;68595;68596;68597;68598;97681;97682;97683,29319;37023;47837;52543;56271;59321;68593;97682,864,,639,,-1;-1;-1;-1;-1,protein_1072,quanti,quanti,quanti,quanti
EIF5A;EIF5A2;EIF5AL1,-1.53157947614145,0.00583842621390026,P63241;I3L397;I3L504;Q9GZV4;Q6IS14;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q9GZV4;Q6IS14;F8WCJ1;C9J7B5;C9J4W5,13;13;13;10;10;10;10;10,13;13;13;10;10;10;10;10,13;13;13;10;10;10;10;10,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-2;Eukaryotic translation initiation factor 5A-1-like,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,8,13,13,13,7,8,5,9,7,8,5,9,7,8,5,9,64.9,64.9,64.9,16.832,154,154;146;186;153;154;105;109;115,0.0,31.796,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36948,0.97104,15.108,44,8,Leave out requantified,0.3483,0.4033,0.45862,0.2932,1.1756,1.036,1.1719,0.89419,17.594,17.687,8.9606,11.944,10,11,8,15,2,0,0,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.6,41.6,50.0,64.9,3984000000,2820100000,1163900000,1143600000,818670000,324980000,1822400000,1259700000,562700000,298900000,201540000,97357000,719030000,540200000,178820000,,,,1077,333;334;6106;8976;9223;9224;13026;13122;13123;18474;18475;18476;20061,True;True;True;True;True;True;True;True;True;True;True;True;True,406;407;7939;11881;11882;12277;12278;12279;12280;17069;17184;17185;23864;23865;23866;23867;25923,920;921;922;923;924;925;926;927;928;929;930;931;932;17679;17680;26461;26462;26463;27314;27315;27316;27317;27318;27319;27320;27321;37955;38178;38179;38180;38181;53186;53187;53188;53189;53190;53191;53192;53193;53194;53195;53196;53197;57892,1750;1751;1752;1753;1754;1755;1756;1757;1758;1759;1760;1761;1762;1763;1764;1765;1766;1767;1768;1769;1770;1771;1772;1773;1774;1775;1776;1777;1778;1779;1780;1781;1782;1783;1784;1785;1786;32295;48200;48201;48202;48203;48204;48205;48206;48207;49493;49494;49495;49496;49497;49498;49499;49500;49501;49502;49503;68301;68681;68682;68683;68684;68685;68686;68687;68688;68689;95984;95985;95986;95987;95988;95989;95990;95991;95992;95993;95994;95995;95996;95997;95998;95999;96000;96001;96002;96003;96004;96005;96006;96007;96008;96009;96010;96011;96012;104640,1769;1778;32295;48201;49493;49494;68301;68684;68687;95985;96003;96007;104640,869;870;871;872;873,,27;34;39;68;85,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1078,quanti,quanti,quanti,quanti
DHODH,20.5027208176833,2.35472591585542e-07,Q02127;J3QRQ3;I3L449;I3NI32;J3QRJ4,Q02127;J3QRQ3;I3L449;I3NI32;J3QRJ4,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,"Dihydroorotate dehydrogenase (quinone), mitochondrial","sp|Q02127|PYRD_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3;tr|J3QRQ3|J3QRQ3_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=1;tr|I3L4",5,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,5.8,5.8,5.8,42.867,395,395;144;193;393;76,0.0,3.5149,,,By MS/MS,By MS/MS,0.4934,1.3076,37.777,4,0,Leave out requantified,,,0.58175,0.41847,,,1.3644,1.2532,,,48.327,27.226,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,5.8,5.8,101230000,64437000,36791000,0,0,0,0,0,0,40589000,25516000,15073000,60638000,38921000,21718000,,,,1079,4874;20156,True;True,6198;26036,13813;13814;58155;58156,25179;25180;25181;105127;105128;105129,25181;105128,,,,,-1;-1;-1;-1;-1,protein_1080,quanti,quanti,imputed MEC,imputed MEC
PSMD13,-3.7127430403642,0.000178935969929474,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,7;7;6;4,7;7;6;4,3;3;2;0,26S proteasome non-ATPase regulatory subunit 13,sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=1;tr|A0A087WUL9|A0A087WUL9_HU,4,7,7,3,5,6,1,1,5,6,1,1,3,2,1,1,27.9,27.9,9.0,42.945,376,376;349;377;263,0.0,9.2908,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26037,0.83783,10.826,15,8,Leave out requantified,0.25709,0.33542,0.23199,0.23111,0.85267,0.90119,0.50542,0.61658,14.307,26.611,,,7,6,1,1,2,4,1,1,Leave out requantified,Median,Median,Median,20.2,23.4,2.4,2.4,514340000,375760000,138580000,251270000,182080000,69190000,227620000,167390000,60223000,12124000,9102600,3021400,23332000,17186000,6146000,,,,1089,1462;4515;4973;16177;16695;18478;18742,True;True;True;True;True;True;True,1861;5746;6335;21000;21622;23870;24253,4303;4304;12794;12795;14126;14127;46594;48103;53202;53203;53204;53205;53206;54102;54103,7881;7882;7883;23363;23364;23365;23366;25805;25806;83504;86290;96017;96018;96019;96020;96021;97719;97720;97721;97722,7882;23366;25805;83504;86290;96019;97721,,,,,-1;-1;-1;-1,protein_1090,quanti,quanti,quanti,quanti
SRSF2,0.548351394572798,0.0959137282588683,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,8;8;8;2,8;8;8;2,8;8;8;2,Serine/arginine-rich splicing factor 2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,4,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,29.4,29.4,29.4,25.476,221,221;130;133;282,0.0,26.461,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26735,0.82949,14.14,26,5,Leave out requantified,0.24198,0.30375,0.34702,0.21538,0.86475,0.85103,0.85962,0.71769,12.488,3.9574,30.542,13.864,5,5,8,8,3,0,1,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,26.2,26.2,24.9,24.9,2026100000,1557800000,468270000,357830000,284860000,72976000,481350000,360040000,121300000,448310000,334730000,113570000,738610000,578190000,160420000,,,,1090,2662;2663;4361;16577;16578;18222;18316;18317,True;True;True;True;True;True;True;True,3375;3376;5535;5536;21478;21479;21480;23536;23669;23670;23671,7788;7789;7790;7791;7792;12363;12364;12365;12366;47771;47772;47773;47774;47775;47776;47777;52381;52735;52736;52737;52738;52739;52740;52741;52742;52743;52744,14320;14321;14322;14323;14324;14325;14326;14327;14328;14329;22642;22643;22644;22645;22646;22647;22648;22649;85670;85671;85672;85673;85674;85675;85676;85677;85678;85679;85680;85681;85682;85683;85684;85685;85686;94517;95209;95210;95211;95212;95213;95214;95215;95216;95217;95218;95219;95220;95221;95222;95223;95224;95225;95226;95227;95228;95229;95230;95231;95232,14324;14328;22642;85672;85686;94517;95213;95230,876;877;878,,17;36;65,,-1;-1;-1;-1,protein_1091,quanti,quanti,quanti,quanti
LUC7L3,20.2765111160483,3.75294353756991e-06,O95232;J3KPP4;D6RDI2;D6RHH0;H7C5U7;U3KQT3;C9JL41,O95232;J3KPP4;D6RDI2,4;4;3;1;1;1;1,4;4;3;1;1;1;1,4;4;3;1;1;1;1,Luc7-like protein 3,"sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2;tr|J3KPP4|J3KPP4_HUMAN Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=1;tr|D6RDI2|D6RDI2_HUMAN Luc7-like p",7,4,4,4,0,0,1,4,0,0,1,4,0,0,1,4,14.8,14.8,14.8,51.466,432,432;489;184;36;39;46;79,0.0,5.9531,,,By MS/MS,By MS/MS,0.26044,0.75399,17.126,5,2,Leave out requantified,,,0.34525,0.27254,,,0.75399,0.7268,,,,15.555,0,0,1,4,0,0,0,2,Median,Median,Median,Median,0.0,0.0,2.8,14.8,107460000,76223000,31238000,0,0,0,0,0,0,15953000,11154000,4799100,91508000,65069000,26438000,,,,1092,9429;16381;20406;20748,True;True;True;True,12551;21240;26368;26792,27937;47173;58844;58845;59771,50591;84482;106276;106277;106278;108056,50591;84482;106277;108056,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1093,quanti,quanti,imputed MEC,imputed MEC
OLA1,-4.1007066100913,0.00051102690407979,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,6;6;2;1,6;6;2;1,6;6;2;1,Obg-like ATPase 1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,4,6,6,6,6,4,1,1,6,4,1,1,6,4,1,1,22.5,22.5,22.5,44.743,396,396;416;116;103,0.0,8.9991,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26433,0.71563,12.276,12,5,Leave out requantified,0.23409,0.29454,0.41858,0.26242,0.67897,0.75426,0.91327,0.54603,14.9,8.9575,,,6,4,1,1,3,1,0,1,Leave out requantified,Leave out requantified,Median,Median,22.5,12.4,2.8,2.8,522520000,394990000,127540000,263030000,204350000,58682000,231010000,170080000,60934000,12612000,9055500,3556900,15869000,11505000,4363400,,,,1094,5045;7249;7859;10413;13799;20348,True;True;True;True;True;True,6431;9511;10321;13807;18011;26298,14326;21239;21240;21241;21242;23155;23156;30763;30764;40022;58698;58699,26175;38795;38796;38797;38798;38799;38800;38801;42362;42363;42364;55727;55728;72017;72018;106052;106053,26175;38796;42363;55727;72018;106052,,,,,-1;-1;-1;-1,protein_1095,quanti,quanti,quanti,quanti
PTRH2,1.55345932972988,0.00530551203099492,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,4;4,4;4,4;4,"Peptidyl-tRNA hydrolase 2, mitochondrial","sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",2,4,4,4,1,1,2,3,1,1,2,3,1,1,2,3,21.8,21.8,21.8,19.193,179,179;180,0.0,9.3392,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4191,1.0316,19.09,7,1,Leave out requantified,0.39204,0.44802,0.55849,0.36575,1.0298,1.0333,1.3306,1.2248,,,20.339,27.599,1,1,2,3,0,0,0,1,Median,Median,Median,Median,10.6,10.6,11.2,11.2,183240000,123290000,59952000,18540000,12697000,5842400,22863000,17288000,5574700,38944000,24120000,14824000,102890000,69181000,33710000,,,,1095,5665;17843;17844;19665,True;True;True;True,7346;23062;23063;25442,16398;16399;51351;51352;51353;56840;56841,30032;30033;30034;92646;92647;92648;102877;102878;102879,30033;92646;92648;102877,883;884,,81;95,,-1;-1,protein_1096,quanti,quanti,quanti,quanti
SUMF2,0.373011004308392,0.228998942958855,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;H7C3B2;E9PBT8;F8WEX5;E9PG02;J3QT17;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;H7C3B2;E9PBT8,6;6;5;5;5;5;5;4;3;2;2;2;1;1,6;6;5;5;5;5;5;4;3;2;2;2;1;1,6;6;5;5;5;5;5;4;3;2;2;2;1;1,Sulfatase-modifying factor 2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,14,6,6,6,4,4,4,6,4,4,4,6,4,4,4,6,21.3,21.3,21.3,33.843,301,301;320;274;286;305;352;358;304;232;165;183;236;102;150,0.0,14.884,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50736,1.4566,16.097,20,5,Leave out requantified,0.47055,0.60206,0.5111,0.45913,1.3963,1.5422,1.2638,1.5567,11.875,27.146,22.536,42.396,4,5,5,6,0,2,0,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,17.6,16.9,12.6,21.3,718120000,442240000,275880000,113460000,79226000,34231000,194450000,109260000,85198000,110670000,69536000,41137000,299530000,184220000,115320000,,,,1097,3852;4550;9690;11071;12357;16467,True;True;True;True;True;True,4889;4890;5790;12896;14661;16231;21346,10953;10954;10955;10956;12889;28766;28767;28768;32610;32611;32612;32613;36113;36114;36115;36116;47440;47441;47442;47443,20051;20052;20053;20054;20055;20056;20057;20058;23529;52128;58938;58939;58940;58941;58942;65066;65067;65068;65069;85005;85006;85007;85008;85009;85010;85011;85012,20054;23529;52128;58942;65069;85009,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1098,quanti,quanti,quanti,quanti
IARS,0.00876221922331055,0.980463032976152,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,18;18;17;2;1,18;18;17;2;1,18;18;17;2;1,"Isoleucine--tRNA ligase, cytoplasmic","sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",5,18,18,18,12,12,10,9,12,12,10,9,12,12,10,9,15.1,15.1,15.1,144.5,1262,1262;1152;1242;330;174,0.0,31.045,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40425,1.0872,21.709,46,14,Leave out requantified,0.30922,0.38842,0.48318,0.40231,0.9424,0.97254,1.1536,1.0929,12.683,21.002,11.787,31.169,11,12,12,11,4,4,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,10.5,10.2,8.6,7.8,1678700000,929360000,749330000,320970000,217100000,103870000,407590000,259500000,148080000,382070000,195870000,186200000,568070000,256890000,311180000,,,,1098,2284;3888;4328;4535;8030;10810;11169;11993;11994;12341;15150;16528;17453;17788;18059;18169;20263;20581,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2890;4929;5496;5769;5770;10520;14325;14778;15798;15799;15800;16210;19719;21422;22589;22999;23340;23471;26179;26593,6760;6761;6762;6763;11037;12271;12272;12849;12850;12851;12852;12853;12854;23590;23591;31923;31924;31925;32861;32862;35144;35145;35146;35147;35148;35149;35150;35151;36067;36068;36069;43608;47629;47630;47631;47632;47633;50208;51201;51202;51993;52238;52239;58471;58472;59343;59344;59345,12616;12617;12618;12619;12620;20181;22467;22468;23457;23458;23459;23460;23461;23462;23463;23464;23465;23466;23467;23468;23469;23470;23471;43074;43075;43076;57828;57829;57830;57831;59336;63278;63279;63280;63281;63282;63283;63284;63285;63286;63287;63288;63289;63290;63291;63292;63293;63294;63295;63296;63297;63298;63299;63300;63301;64998;64999;65000;78198;85340;85341;85342;85343;85344;85345;85346;85347;90276;90277;90278;92321;92322;92323;93862;94284;94285;105678;105679;107277;107278;107279,12617;20181;22467;23466;43075;57830;59336;63293;63300;64998;78198;85342;90278;92322;93862;94284;105678;107279,,,,,-1;-1;-1;-1;-1,protein_1099,quanti,quanti,quanti,quanti
DCXR,-0.458832220724286,0.167494264794091,Q7Z4W1;J3KRZ4;J3KS22;J3QS45;J3KSZ5;J3QL34;J3QS36,Q7Z4W1;J3KRZ4;J3KS22,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,L-xylulose reductase,sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2;tr|J3KRZ4|J3KRZ4_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=1;tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9,7,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,8.2,8.2,8.2,25.913,244,244;141;223;100;143;176;225,0.0,6.0202,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39086,0.97139,13.834,8,0,Leave out requantified,0.35911,0.4181,0.50461,0.35844,1.0025,1.0013,1.0474,0.86972,4.4637,24.624,8.1188,9.1302,2,2,2,2,0,0,0,0,Median,Median,Median,Median,8.2,8.2,8.2,7.8,170690000,115800000,54890000,48533000,32339000,16194000,55534000,35689000,19845000,25734000,18276000,7457800,40890000,29497000,11393000,,,,1104,2225;12240;12241,True;True;True,2812;16090;16091,6577;6578;6579;6580;35798;35799;35800;35801,12277;12278;12279;12280;12281;12282;64469;64470;64471;64472;64473;64474;64475;64476,12282;64469;64472,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1105,quanti,quanti,quanti,quanti
CBX1,0.93610184574942,0.0489862535558155,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,4;4;3;3;2,3;3;2;2;2,3;3;2;2;2,Chromobox protein homolog 1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|K7ELA4|K7ELA4_HUMAN Chromobox protein homolog 1 OS=Homo sa,5,4,3,3,2,2,4,4,1,1,3,3,1,1,3,3,21.1,12.4,12.4,21.418,185,185;173;138;168;110,0.0,5.7301,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4234,1.1845,24.763,9,1,Leave out requantified,0.51924,0.5385,0.52375,0.32855,1.8288,1.4861,1.2413,0.94316,,,33.065,24.808,1,1,3,4,1,0,0,0,Median,Median,Leave out requantified,Leave out requantified,13.0,13.0,21.1,21.1,284160000,187140000,97016000,54405000,36818000,17586000,50044000,28699000,21345000,69897000,43935000,25962000,109810000,77687000,32123000,,,,1105,2582;5667;7385;19575,True;True;False;True,3280;7349;7350;9675;9676;25323;25324,7612;7613;16403;16404;16405;16406;16407;21617;21618;21619;21620;21621;21622;21623;21624;56559;56560,14045;14046;14047;14048;30037;30038;30039;30040;30041;39498;39499;39500;39501;39502;39503;39504;39505;39506;39507;39508;39509;39510;39511;39512;39513;39514;39515;39516;39517;39518;39519;102320;102321;102322,14047;30038;39508;102321,885;886,,33;35,,-1;-1;-1;-1;-1,protein_1106,quanti,quanti,quanti,quanti
ZNF207,0.21264608994268,0.722301053676907,O43670;J3KS31;J3QRS9;X6R4W8,O43670;J3KS31;J3QRS9;X6R4W8,3;3;3;3,3;3;3;3,3;3;3;3,BUB3-interacting and GLEBS motif-containing protein ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3KS31|J3KS31_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF207 PE=1,4,3,3,3,1,2,2,2,1,2,2,2,1,2,2,2,4.6,4.6,4.6,50.75,478,478;341;493;497,0.0,6.6805,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51753,1.4433,6.5374,7,0,Leave out requantified,0.4672,0.5205,0.55011,0.6418,1.4903,1.318,1.3641,1.8508,,14.683,7.0373,35.173,1,2,2,2,0,0,0,0,Median,Median,Median,Median,2.7,2.9,2.9,4.6,217250000,140950000,76307000,33544000,22425000,11120000,71503000,47458000,24045000,56107000,36757000,19349000,56099000,34306000,21793000,,,,1108,1764;10241;10242,True;True;True,2255;13566;13567,5248;30221;30222;30223;30224;30225;30226,9786;54792;54793;54794;54795;54796;54797;54798;54799,9786;54794;54799,887,,381,,-1;-1;-1;-1,protein_1109,quanti,quanti,quanti,quanti
TMCO1,19.8619259002675,1.73692049897483e-06,Q9UM00;J3QQY2;J3KS45,Q9UM00;J3QQY2;J3KS45,2;2;2,2;2;2,2;2;2,Transmembrane and coiled-coil domain-containing protein 1,sp|Q9UM00|TMCO1_HUMAN Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2;tr|J3QQY2|J3QQY2_HUMAN Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=1;tr|J3KS45|J3KS45_HUMAN Calcium load-activated c,3,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,7.9,7.9,7.9,27.079,239,239;104;143,0.0,4.1506,,,By MS/MS,By MS/MS,1.1372,4.1343,40.05,3,0,Plateau,,,1.6117,1.0502,,,3.9423,2.8898,,,,50.646,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,6.3,7.9,116680000,52754000,63928000,0,0,0,0,0,0,26722000,9428900,17293000,89960000,43325000,46635000,,,,1109,11035;19514,True;True,14616;25228,32534;32535;56318,58820;58821;58822;58823;58824;101852,58824;101852,888,,167,,-1;-1;-1,protein_1110,quanti,quanti,imputed MEC,imputed MEC
