DCAF5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PYCR2,0.2939144844,0.111756773951619,0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,9;9;8;4;2;2,8;8;7;3;2;2,8;8;7;3;2;2,Pyrroline-5-carboxylate reductase 2,PYCR2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,9,8,43.8,320
UHRF1,0.7901617708,0.332130084030465,0,A0A087WTW0;Q96T88;A0A087WVR3;A0A087WWG9;Q96PU4,A0A087WTW0;Q96T88;A0A087WVR3;A0A087WWG9,12;11;11;8;1,12;11;11;8;1,12;11;11;8;1,E3 ubiquitin-protein ligase UHRF1,UHRF1,tr|A0A087WTW0|A0A087WTW0_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1;sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1;tr|A0A087WVR3|A0A087WVR3_HUMAN E3 ubiquitin-prote,12,12,17.6,857
ERGIC2,-0.2396076274,0.405524242434356,0,Q96RQ1;A0A087WU02;H0YI58;H0YI50;F8W0R1;F8VR88;F8VUZ2;F8VPA6,Q96RQ1;A0A087WU02;H0YI58;H0YI50,4;4;3;3;1;1;1;1,4;4;3;3;1;1;1;1,4;4;3;3;1;1;1;1,Endoplasmic reticulum-Golgi intermediate compartment protein 2,ERGIC2,sp|Q96RQ1|ERGI2_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2 PE=1 SV=2;tr|A0A087WU02|A0A087WU02_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2,4,4,18,377
MAGT1,0.0033089233,0.983133219760042,0,Q9H0U3;A0A087WU53,Q9H0U3;A0A087WU53,3;3,3;3,3;3,Magnesium transporter protein 1,MAGT1,sp|Q9H0U3|MAGT1_HUMAN Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1;tr|A0A087WU53|A0A087WU53_HUMAN Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1,3,3,10.1,335
VPS45,-0.8663102247,0.00216893379447846,0,Q9NRW7;A0A087WU65;A0A2R8YE10;A0A2R8YD95;A0A2R8YF01;A0A1B0GXI6,Q9NRW7;A0A087WU65;A0A2R8YE10;A0A2R8YD95;A0A2R8YF01;A0A1B0GXI6,4;4;4;3;2;2,4;4;4;3;2;2,2;2;2;1;0;0,Vacuolar protein sorting-associated protein 45,VPS45,sp|Q9NRW7|VPS45_HUMAN Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1;tr|A0A087WU65|A0A087WU65_HUMAN Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1;tr|A0A2R8YE10|A0A2R8YE1,4,2,12.1,570
CTNNBL1,0.0061066105,0.955857192283627,0,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,11;11;1,11;11;1,11;11;1,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,11,11,25.4,563
OSTC,0.2102841455,0.27598013197469,0,Q9NRP0;A0A087WUD3,Q9NRP0;A0A087WUD3,1;1,1;1,1;1,Oligosaccharyltransferase complex subunit OSTC,OSTC,sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1;tr|A0A087WUD3|A0A087WUD3_HUMAN Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1,1,1,8.1,149
HNRNPDL,-0.1850696128,0.214117865208912,0,O14979;A0A087WUK2,O14979;A0A087WUK2,14;14,12;12,12;12,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,14,12,29,420
GPX1,-0.453882255,0.105907007416521,0,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,8;8;6;1;1,8;8;6;1;1,8;8;6;1;1,Glutathione peroxidase 1;Glutathione peroxidase,GPX1,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,8,8,58.6,203
EIF5B,-0.0830542636,0.442049622123598,0,O60841;A0A087WUT6,O60841;A0A087WUT6,15;15,15;15,15;15,Eukaryotic translation initiation factor 5B,EIF5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,15,15,22,1220
MYCBP,-2.1485250973,0.290002167619917,0,Q99417;A0A087WV05;A0A0D9SEI7,Q99417;A0A087WV05,4;4;1,4;4;1,4;4;1,C-Myc-binding protein,MYCBP,sp|Q99417|MYCBP_HUMAN c-Myc-binding protein OS=Homo sapiens OX=9606 GN=MYCBP PE=1 SV=3;tr|A0A087WV05|A0A087WV05_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1,4,4,55.3,103
MTHFD1L,0.2950710176,0.149598179025759,0,Q6UB35;A0A087WVM4;B7ZM99;H0Y327;Q4VXM0;Q4VXV2;Q5JYA8;Q5JYA3;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,22;22;22;4;3;2;2;2;1,22;22;22;4;3;2;2;2;1,22;22;22;4;3;2;2;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",22,22,37.4,978
CLTC,-0.1347713593,0.214919797603191,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KRF5;J3KSQ2;J3QL20;A0A087WV74;A0A087WXH4,Q00610;A0A087WVQ6,109;109;38;21;19;15;10;8;6;2;2,109;109;38;21;19;15;10;8;6;2;2,108;108;37;20;18;15;10;7;6;2;2,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,109,108,73.7,1675
POLD2,-0.3147187611,0.316362017497722,0,P49005;F8W8R3;A0A087WWF6;C9IZD2;C9J8Z7;C9JLE1;C9JHC7;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9IZD2;C9J8Z7;C9JLE1;C9JHC7,6;6;6;3;3;3;3;1,6;6;6;3;3;3;3;1,6;6;6;3;3;3;3;1,DNA polymerase delta subunit 2,POLD2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,6,6,18.3,469
TPM3,-0.0274112616,0.801617592356185,0,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61,A0A087WWU8;D6R904,26;17;11;6,26;17;11;6,10;10;4;6,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,26,10,67.4,227
NDUFA10,0.6583340062,0.00658851674130491,0,O95299;A0A087WXC5;E7ESZ7;Q8N1B9;C9J6X0,O95299;A0A087WXC5;E7ESZ7;Q8N1B9;C9J6X0,6;6;6;4;4,6;6;6;4;4,6;6;6;4;4,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,"sp|O95299|NDUAA_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1;tr|A0A087WXC5|A0A087WXC5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=H",6,6,24.2,355
RPL17;RPL17-C18orf32,0.2355023543,0.0813168390643878,0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96,15;15;15;15;15;13;13;11;11;11;7;3,15;15;15;15;15;13;13;11;11;11;7;3,15;15;15;15;15;13;13;11;11;11;7;3,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,15,15,58.2,184
AP2M1,-0.0676234586,0.717502907526345,0,Q96CW1;A0A087WY71;E9PFW3;C9JTK4;C9JGT8;C9JJ47,Q96CW1;A0A087WY71;E9PFW3,3;3;3;1;1;1,3;3;3;1;1;1,3;3;3;1;1;1,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,3,3,13.6,435
TPD52L2,0.0732634824,0.602565683691327,0,O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,7;7;5,7;7;5,7;7;5,Tumor protein D54,TPD52L2,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2;tr|A0A087WYR3|A0A087WYR3_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=1;tr|A0A087WZ51|A0A087WZ51_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=T,7,7,51.5,206
UGP2,-0.1243977304,0.256403813856173,0,Q16851;A0A087WYS1;E7EUC7;C9JQU9,Q16851;A0A087WYS1;E7EUC7,18;18;18;6,18;18;18;6,9;9;9;0,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,18,9,42.3,508
PTGES3,-0.1298288639,0.217715516374192,0,Q15185;A0A087WYT3;B4DDC6,Q15185;A0A087WYT3,6;6;1,6;6;1,6;6;1,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,6,6,31.9,160
RAVER1,-0.081750064,0.612288947515955,0,A0A087WZ13;E9PAU2;Q8IY67;K7EQG2,A0A087WZ13;E9PAU2;Q8IY67,7;7;5;1,7;7;5;1,7;7;5;1,Ribonucleoprotein PTB-binding 1,RAVER1,tr|A0A087WZ13|A0A087WZ13_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;sp|Q8IY67|RAVR1_HUMAN Ribonucleoprotein PTB-bindin,7,7,22.3,739
IDH3B,0.0417180982,0.675293661109168,0,O43837;A0A087WZN1;A0A087X2E5;A0A0D9SG66,O43837;A0A087WZN1;A0A087X2E5;A0A0D9SG66,4;4;3;2,4;4;3;2,4;4;3;2,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",IDH3B,"sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2;tr|A0A087WZN1|A0A087WZN1_HUMAN Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=1;tr|A",4,4,14.5,385
HYOU1,0.0092793887,0.947225342328896,0,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2;J3KTF1;J3QL06;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2,33;33;33;20;20;20;7;6;5;5;5;3;2,33;33;33;20;20;20;7;6;5;5;5;3;2,33;33;33;20;20;20;7;6;5;5;5;3;2,Hypoxia up-regulated protein 1,HYOU1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087X054|A0A087X054_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A494C039|A0A494C039_HUMAN Hypoxia up-regulated pro,33,33,42.5,999
SNX12,-0.2707270084,0.101473099093926,0,Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,9;9,9;9,8;8,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,9,8,66.7,162
ACOT2;ACOT1,-0.1899003485,0.374627973548911,0,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2;A0A2R8Y7H3,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2,18;17;17;17;15;2,18;17;17;17;15;2,18;17;17;17;15;2,"Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 1",ACOT2;ACOT1,"tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6;sp|Q86TX2|ACOT1_HUMAN Acy",18,18,63.4,421
SEPT8,1.502082899,0.0176680222274928,1,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,8;8;8;8;8;2;1;1,5;5;5;5;5;1;1;1,5;5;5;5;5;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,8,5,27.5,483
PSME2,-0.2763010258,0.0864733062870975,0,Q9UL46;A0A087X1Z3;H0YM70;H0YKU2,Q9UL46;A0A087X1Z3;H0YM70,11;11;10;3,11;11;10;3,11;11;10;3,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,11,11,56.5,239
BSG,0.0096299796,0.922662830185999,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,7;7;6;5;4;2;1,7;7;6;5;4;2;1,7;7;6;5;4;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,7,7,25.2,385
PSMC6,-0.3250584082,0.102238988766184,0,P62333;A0A087X2I1;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1,P62333;A0A087X2I1,21;21;10;8;4;1;1,21;21;10;8;4;1;1,21;21;10;8;4;1;1,26S protease regulatory subunit 10B,PSMC6,sp|P62333|PRS10_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1;tr|A0A087X2I1|A0A087X2I1_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,21,21,64.5,389
