WDR26_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
KHSRP,0.1292206734,0.330258929090944,0,Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3,Q92945;A0A087WTP3;M0R0I5,20;20;13;8;5;2,18;18;11;6;4;2,18;18;11;6;4;2,Far upstream element-binding protein 2,KHSRP,sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4;tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1;tr|M0R0I5|M0R0I5_HUMAN Far upstream ele,20,18,35.9,33.3
HNRNPDL,-0.3132013314,0.149631379213432,0,A0A087WU03,A0A087WU03,2,2,2,,HNRNPDL,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,2,40.4,40.4
POLA1,0.0417319946,0.765964912071397,0,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,1;1;1,1;1;1,1;1;1,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,1,1,0.5,0.5
CTNNBL1,-0.1859630822,0.172587389025955,0,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,7,7,15.8,15.8
SPCS2,0.0005737512,0.997044108943729,0,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Signal peptidase complex subunit 2,SPCS2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,2,2,12.4,12.4
HNRNPDL,-0.4755102824,0.0890513641407584,0,O14979;A0A087WUK2,O14979;A0A087WUK2,17;17,17;17,15;15,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,17,15,34.8,32.4
EIF5B,0.1654266479,0.394189806565353,0,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,EIF5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,7,7,10.4,10.4
SPTBN1,-0.5605526165,0.00606650032173374,0,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,45;45;11,45;45;11,44;44;10,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",45,44,24.8,24.4
MTHFD1L,-0.0337290561,0.786493045481667,0,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q5JYA8;Q5JYA3;H0Y327;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,14;14;14;2;2;2;2;1,13;13;13;2;2;2;2;1,13;13;13;2;2;2;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",14,13,19.8,18.8
POLR2E,-0.6008909485,0.0475961383696127,0,P19388;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5;A0A087WWX0,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,"sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",2,2,19.5,19.5
TPM3,-0.0042934691,0.970848893256197,0,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;H0YL80,A0A087WWU8;D6R904,29;18;11;7;7,29;18;11;7;7,11;11;4;7;0,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,29,11,75.8,20.7
RPL17;RPL17-C18orf32,0.3446311138,0.0753606397766809,0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81,12;12;12;12;12;11;11;11;9;9;8;4,12;12;12;12;12;11;11;11;9;9;8;4,12;12;12;12;12;11;11;11;9;9;8;4,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,12,12,50,50
ITGB6,-0.135198234,0.374044034021154,0,P18564;A0A087WXP3;E9PEE8,P18564;A0A087WXP3;E9PEE8,2;2;2,2;2;2,2;2;2,Integrin beta-6;Integrin beta,ITGB6,sp|P18564|ITB6_HUMAN Integrin beta-6 OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=2;tr|A0A087WXP3|A0A087WXP3_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1;tr|E9PEE8|E9PEE8_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1,2,2,4.6,4.6
PSMB3,0.0289504855,0.819800794298465,0,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,8;8;8;7,8;8;8;7,8;8;8;7,Proteasome subunit beta type-3,PSMB3,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2;tr|A0A087WXQ8|A0A087WXQ8_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=1;tr|A0A087WY10|A0A087WY10_HUMAN Proteasome subunit beta t,8,8,37.6,37.6
VTA1,-0.2606361104,0.0996560200125434,0,Q9NP79;A0A087WY55,Q9NP79;A0A087WY55,3;3,3;3,1;1,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1",3,1,13.7,4.6
AP2M1,-0.4681519402,0.176282800734916,0,Q96CW1;A0A087WY71;E9PFW3;H7C4C3,Q96CW1;A0A087WY71;E9PFW3,3;3;3;1,3;3;3;1,3;3;3;1,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,3,3,11.3,11.3
UBE2D3;UBE2D2;UBE2D4;UBE2D1,-0.4902715042,0.0151707210610956,0,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1,UBE2D3;UBE2D2;UBE2D4;UBE2D1,sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1;sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;tr|D6RAW0|D6RAW0_HUMAN Ubiquitin-conjugating enzyme E2,2,2,19.7,19.7
UGP2,-0.2751658626,0.0915023536049662,0,Q16851;A0A087WYS1;E7EUC7;C9JNZ1;C9JTZ5;C9JUW1;C9JWG0;C9JVG3;C9JQU9;F2Z3H1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,11;11;11;6;3;3;3;3;3;1,11;11;11;6;3;3;3;3;3;1,11;11;11;6;3;3;3;3;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,11,11,22.2,22.2
PTGES3,-0.183860177,0.188911759613117,0,Q15185;A0A087WYT3,Q15185;A0A087WYT3,4;4,4;4,4;4,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,4,4,15.6,15.6
EIF3H,-0.0957415598,0.527290179421667,0,O15372;A0A087WZK9;B3KS98;E5RJT0;E5RGU4,O15372;A0A087WZK9;B3KS98;E5RJT0,5;5;5;3;2,5;5;5;3;2,4;4;4;2;1,Eukaryotic translation initiation factor 3 subunit H,EIF3H,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|A0A087WZK9|A0A087WZK9_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|B3KS98|B,5,4,23.3,16.8
NDUFB6,0.128702302,0.717602710345473,0,O95139;A0A087WZX2,O95139;A0A087WZX2,2;2,2;2,2;2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,sp|O95139|NDUB6_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3;tr|A0A087WZX2|A0A087WZX2_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 ,2,2,27.3,27.3
SBDS,1.033788675,0.214593631320982,0,Q9Y3A5;A0A087X020;F8WE72,Q9Y3A5;A0A087X020;F8WE72,3;3;2,3;3;2,3;3;2,Ribosome maturation protein SBDS,SBDS,sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4;tr|A0A087X020|A0A087X020_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=1;tr|F8WE72|F8WE72_HUMAN Ribosome maturation protein SBD,3,3,16.4,16.4
HYOU1,-0.2882319395,0.262793628942991,0,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2;J3KTF1;J3QL06;Q9BST8;J3QQH7;J3QLE9;A0A087X214;A0A087WW13,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2,17;17;17;13;13;13;4;3;2;2;2;1;1,17;17;17;13;13;13;4;3;2;2;2;1;1,17;17;17;13;13;13;4;3;2;2;2;1;1,Hypoxia up-regulated protein 1,HYOU1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087X054|A0A087X054_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A494C039|A0A494C039_HUMAN Hypoxia up-regulated pro,17,17,23.4,23.4
ACOT1;ACOT2,-0.4052847206,0.0810819191818293,0,Q86TX2;A0A087X0W7;P49753;A0A087WT95;G3V4F2;A0A2R8Y7H3,Q86TX2;A0A087X0W7;P49753;A0A087WT95;G3V4F2,15;15;14;14;13;2,15;15;14;14;13;2,15;15;14;14;13;2,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT1;ACOT2,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A th",15,15,48.2,48.2
NOMO2;NOMO1;NOMO3,-0.4413650175,0.3612072099135,0,Q5JPE7;Q15155;P69849;J3KN36;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46;A0A087WTD5;H3BUC9;H3BPS9,Q5JPE7;Q15155;P69849;J3KN36;A0A0G2JN29;A0A087X117;A0A0G2JP90;A0A087WW46,10;10;10;10;10;10;9;9;2;1;1,10;10;10;10;10;10;9;9;2;1;1,10;10;10;10;10;10;9;9;2;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,NOMO2;NOMO1;NOMO3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|J3KN,10,10,11.9,11.9
SEPT8,-0.6191972124,0.163000317988463,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,9;9;9;9;9;3;1;1,5;5;5;5;5;1;1;1,5;5;5;5;5;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,9,5,31.3,20.5
STAU1,0.0150019327,0.952488764020687,0,O95793;A0A087X1A5;Q5JW30;F6UDC6;Q5JW28,O95793;A0A087X1A5;Q5JW30,7;7;7;1;1,7;7;7;1;1,7;7;7;1;1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,7,7,16.8,16.8
PSME2,-0.3643112701,0.0901818135168893,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,9;9;7,9;9;7,9;9;7,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,9,9,48.5,48.5
BSG,-0.1519643298,0.408038059150462,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,6;6;5;4;3;2;1,6;6;5;4;3;2;1,6;6;5;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,6,6,21,21
SRSF3,0.0222203335,0.871048740603803,0,P84103;A0A087X2D0,P84103;A0A087X2D0,5;5,5;5,5;5,Serine/arginine-rich splicing factor 3,SRSF3,sp|P84103|SRSF3_HUMAN Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1;tr|A0A087X2D0|A0A087X2D0_HUMAN Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,5,5,38.4,38.4
