WDR12_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
UHRF1,0.7738903624,0.353755693063842,0,A0A087WTW0;Q96T88;A0A087WVR3;A0A087WWG9,A0A087WTW0;Q96T88;A0A087WVR3;A0A087WWG9,10;9;9;7,10;9;9;7,9;8;8;6,E3 ubiquitin-protein ligase UHRF1,UHRF1,tr|A0A087WTW0|A0A087WTW0_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1;sp|Q96T88|UHRF1_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1;tr|A0A087WVR3|A0A087WVR3_HUMAN E3 ubiquitin-prote,10,9,15.2,857
CTNNBL1,-0.1496133702,0.226258141411185,0,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,9;9;1,9;9;1,9;9;1,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,9,9,17.4,563
OSTC,0.0824616927,0.654579402819677,0,Q9NRP0;A0A087WUD3,Q9NRP0;A0A087WUD3,1;1,1;1,1;1,Oligosaccharyltransferase complex subunit OSTC,OSTC,sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1;tr|A0A087WUD3|A0A087WUD3_HUMAN Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1,1,1,8.1,149
HNRNPDL,-0.2344059131,0.189619164738883,0,O14979;A0A087WUK2,O14979;A0A087WUK2,14;14,12;12,12;12,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,14,12,29,420
SLIRP,0.1834168762,0.197860498576413,0,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,7;7;7;7;7;6;3;3;1,7;7;7;7;7;6;3;3;1,7;7;7;7;7;6;3;3;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,"sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",7,7,67,109
GPX1,-0.1963893087,0.271765667327037,0,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,8;8;6;1;1,8;8;6;1;1,8;8;6;1;1,Glutathione peroxidase 1;Glutathione peroxidase,GPX1,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,8,8,58.6,203
EIF5B,-0.2058604756,0.0981396147549645,0,O60841;A0A087WUT6,O60841;A0A087WUT6,14;14,14;14,14;14,Eukaryotic translation initiation factor 5B,EIF5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,14,14,21.6,1220
AK6;TAF9,1.0569172366,0.335619975335856,0,Q9Y3D8;A0A087WVD7;A0A087WY94;D6RDH4,Q9Y3D8;A0A087WVD7;A0A087WY94,3;3;2;1,3;3;2;1,3;3;2;1,Adenylate kinase isoenzyme 6,AK6;TAF9,sp|Q9Y3D8|KAD6_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens OX=9606 GN=AK6 PE=1 SV=1;tr|A0A087WVD7|A0A087WVD7_HUMAN Adenylate kinase isoenzyme 6 OS=Homo sapiens OX=9606 GN=AK6 PE=1 SV=1;tr|A0A087WY94|A0A087WY94_HUMAN Adenylate kinase isoenzyme 6 OS=H,3,3,24.4,172
MTHFD1L,0.2747610063,0.100156061680183,0,Q6UB35;A0A087WVM4;B7ZM99;H0Y327;Q5JYA8;Q5JYA3;Q4VXM0;Q4VXV2;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,24;24;24;6;4;4;2;2;1,24;24;24;6;4;4;2;2;1,24;24;24;6;4;4;2;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",24,24,40.9,978
CLTC,-0.1662624464,0.149892087192698,0,Q00610;A0A087WVQ6;J3KS13;P53675;A0A087WX41;K7EJJ5;J3KRF5;J3KSQ2;J3QL20;A0A087WV74;A0A087WXH4;F5H5N6,Q00610;A0A087WVQ6,108;108;38;21;19;16;11;8;6;2;2;1,108;108;38;21;19;16;11;8;6;2;2;1,108;108;38;21;19;16;11;8;6;2;2;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,108,108,73.6,1675
TPM3,-0.0624343968,0.547822012778645,0,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61,A0A087WWU8;D6R904,26;17;11;6,26;17;11;6,10;10;4;6,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,26,10,67.4,227
SRP19,1.998465217,0.0151764473586336,1,P09132;A0A087WWU9;A0A2U3TZN1;A0A087WYR0;D6RBG4;A0A2R8Y4M3,P09132;A0A087WWU9;A0A2U3TZN1;A0A087WYR0;D6RBG4;A0A2R8Y4M3,4;4;3;3;2;2,4;4;3;3;2;2,4;4;3;3;2;2,Signal recognition particle 19 kDa protein,SRP19,"sp|P09132|SRP19_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3;tr|A0A087WWU9|A0A087WWU9_HUMAN HCG2039564, isoform CRA_a OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=1;tr|A0A2U3TZN1|A0A2U3TZN1_HUMAN HCG2040106 OS=Hom",4,4,39.6,144
NDUFA10,0.6374974268,0.00552750343378897,0,O95299;A0A087WXC5;E7ESZ7;Q8N1B9;C9J6X0,O95299;A0A087WXC5;E7ESZ7;Q8N1B9;C9J6X0,6;6;6;4;4,6;6;6;4;4,6;6;6;4;4,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,"sp|O95299|NDUAA_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1;tr|A0A087WXC5|A0A087WXC5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=H",6,6,24.2,355
RPL17;RPL17-C18orf32,0.2251073742,0.0793669901813046,0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3QLC8;A0A0A0MRF8;J3KRB3;A0A087WWH0;J3QS96,15;15;15;15;15;13;13;11;11;11;7;3,15;15;15;15;15;13;13;11;11;11;7;3,15;15;15;15;15;13;13;11;11;11;7;3,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,15,15,58.2,184
VTA1,-0.7778959413,0.00196443157324344,0,Q9NP79;A0A087WY55;Q5TGM0,Q9NP79;A0A087WY55;Q5TGM0,8;8;4,8;8;4,8;8;4,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|Q5TGM0|Q5T",8,8,31.6,307
AP2M1,-0.1914362136,0.372997950920567,0,Q96CW1;A0A087WY71;E9PFW3;C9JTK4;C9JGT8;C9JJ47,Q96CW1;A0A087WY71;E9PFW3,3;3;3;1;1;1,3;3;3;1;1;1,3;3;3;1;1;1,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,3,3,13.6,435
TPD52L2,0.154846397,0.653168803480721,0,O43399;A0A087WYR3;A0A087WZ51,O43399;A0A087WYR3;A0A087WZ51,7;7;5,7;7;5,7;7;5,Tumor protein D54,TPD52L2,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2;tr|A0A087WYR3|A0A087WYR3_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=1;tr|A0A087WZ51|A0A087WZ51_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=T,7,7,51.5,206
UGP2,0.0184393511,0.873699931259704,0,Q16851;A0A087WYS1;E7EUC7;C9JQU9,Q16851;A0A087WYS1;E7EUC7,18;18;18;6,18;18;18;6,9;9;9;0,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,18,9,42.3,508
PTGES3,-0.0044885708,0.962580731467239,0,Q15185;A0A087WYT3;B4DDC6,Q15185;A0A087WYT3,6;6;1,6;6;1,6;6;1,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,6,6,31.9,160
RAVER1,-0.1377198358,0.454185696332591,0,A0A087WZ13;E9PAU2;Q8IY67,A0A087WZ13;E9PAU2;Q8IY67,5;5;4,5;5;4,5;5;4,Ribonucleoprotein PTB-binding 1,RAVER1,tr|A0A087WZ13|A0A087WZ13_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;sp|Q8IY67|RAVR1_HUMAN Ribonucleoprotein PTB-bindin,5,5,15.4,739
IDH3B,0.4560796205,0.113031793739846,0,O43837;A0A087WZN1;A0A087X2E5;A0A0D9SG66,O43837;A0A087WZN1;A0A087X2E5,5;5;4;2,5;5;4;2,5;5;4;2,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",IDH3B,"sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2;tr|A0A087WZN1|A0A087WZN1_HUMAN Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=1;tr|A",5,5,17.4,385
HYOU1,0.084926302,0.558802452174101,0,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2;J3KTF1;J3QL06;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2,35;35;35;22;22;22;7;6;5;5;5;3;2,35;35;35;22;22;22;7;6;5;5;5;3;2,35;35;35;22;22;22;7;6;5;5;5;3;2,Hypoxia up-regulated protein 1,HYOU1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087X054|A0A087X054_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A494C039|A0A494C039_HUMAN Hypoxia up-regulated pro,35,35,46.1,999
SNX12,-0.3304522661,0.0538872040425273,0,Q9UMY4;A0A087X0R6,Q9UMY4;A0A087X0R6,9;9,9;9,8;8,Sorting nexin-12,SNX12,sp|Q9UMY4|SNX12_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=4;tr|A0A087X0R6|A0A087X0R6_HUMAN Sorting nexin-12 OS=Homo sapiens OX=9606 GN=SNX12 PE=1 SV=1,9,8,66.7,162
ACOT2;ACOT1,-0.1041191847,0.649546042755775,0,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2;A0A2R8Y7H3,A0A087X0W7;P49753;Q86TX2;A0A087WT95;G3V4F2,18;17;17;17;15;2,18;17;17;17;15;2,18;17;17;17;15;2,"Acyl-coenzyme A thioesterase 2, mitochondrial;Acyl-coenzyme A thioesterase 1",ACOT2;ACOT1,"tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=1;sp|P49753|ACOT2_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6;sp|Q86TX2|ACOT1_HUMAN Acy",18,18,63.4,421
SEPT8,0.3286163571,0.205435850390918,0,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8;C9JV02;A0A0A0MRP8;C9J4G8,Q92599;A0A087X142;A6NMH6;A6NFQ9;F8W8I8,7;7;7;7;7;2;1;1,4;4;4;4;4;1;1;1,4;4;4;4;4;1;1;1,Septin-8,SEPT8,sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;tr|A0A087X142|A0A087X142_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NMH6|A6NMH6_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=1;tr|A6NFQ9|A6NFQ9_H,7,4,24,483
PSME2,-0.2399521817,0.0820537205423123,0,Q9UL46;A0A087X1Z3;H0YM70;H0YKU2,Q9UL46;A0A087X1Z3;H0YM70,11;11;10;3,11;11;10;3,11;11;10;3,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,11,11,56.5,239
BSG,0.1937738509,0.120023008553259,0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5;R4GN83;A0A2R8YDZ0,P35613;A0A087X2B5;A0A087WUV8;I3L192;R4GMX5,6;6;5;4;3;2;1,6;6;5;4;3;2;1,6;6;5;4;3;2;1,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|I3L192|I3L19,6,6,21,385
MRPL45,0.0578327304,0.811523693892022,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,6;6;5;5,6;6;5;5,6;6;5;5,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",6,6,25.5,306
PSMC6,-0.2466332524,0.15213329984774,0,P62333;A0A087X2I1;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1,P62333;A0A087X2I1;H0YJC0,20;20;10;8;4;1;1,20;20;10;8;4;1;1,20;20;10;8;4;1;1,26S protease regulatory subunit 10B,PSMC6,sp|P62333|PRS10_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1;tr|A0A087X2I1|A0A087X2I1_HUMAN 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1;tr|H0YJC0|H0YJC0_HUMAN 26S proteasome reg,20,20,64,389
