WDR59_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
POLA1,0.1424689605,0.318091877056336,0,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,1;1;1,1;1;1,1;1;1,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,1,1,0.5,1462
CTNNBL1,-0.1830893199,0.159914920198585,0,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,7,7,14.9,563
HNRNPDL,-0.1145942031,0.378503646260553,0,O14979;A0A087WUK2,O14979;A0A087WUK2,10;10,8;8,8;8,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,10,8,17.9,420
SLIRP,-0.412788515,0.0198423546444596,0,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,5;5;5;5;5;4;1;1;1,5;5;5;5;5;4;1;1;1,5;5;5;5;5;4;1;1;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,"sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",5,5,55,109
EIF5B,0.0852800196,0.559675594813581,0,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,EIF5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,6,6,9.1,1220
BSG,0.1779112928,0.271799647546988,0,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,5;5;5;3;3;2,5;5;5;3;3;2,5;5;5;3;3;2,Basigin,BSG,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,5,5,17.4,385
SPTBN1,-0.5241537508,0.0227938281819963,0,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,34;34;7,34;34;7,34;34;7,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",34,34,20,2364
MTHFD1L,0.0278252694,0.861410401876464,0,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM1;Q4VXM0,Q6UB35;A0A087WVM4;B7ZM99,6;6;6;1;1,5;5;5;1;1,5;5;5;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",6,5,6.1,978
POLR2E,-0.6296366748,0.0416969286047621,0,A0A087WVZ9;P19388;A0A087WWX0;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5,A0A087WVZ9;P19388;A0A087WWX0;A0A0A0MQR7,4;3;2;2;1;1;1,4;3;2;2;1;1;1,4;3;2;2;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,"tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=1;sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",4,4,33.2,184
NOMO2;NOMO1;NOMO3,-1.9546113548,0.221966264791052,0,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117;H3BUC9;A0A087WTD5,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,4;4;4;4;4;4;4;4;1;1,4;4;4;4;4;4;4;4;1;1,4;4;4;4;4;4;4;4;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,NOMO2;NOMO1;NOMO3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,4,4,6.9,1267
POLD2,0.2983201678,0.472387451700789,0,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,DNA polymerase delta subunit 2,POLD2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,4,4,11.5,469
TRAPPC3,-0.1805611104,0.310322885041307,0,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,TRAPPC3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,3,3,18.9,180
TPM3,-0.0772858933,0.521586366876835,0,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;H0YL80,A0A087WWU8;D6R904,23;14;8;6;5,23;14;8;6;5,9;9;3;6;0,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,23,9,72.7,227
TARDBP;TDP43,-0.2149108598,0.274722853273167,0,Q13148;A0A087WX29;A0A087WYY0;G3V162;B1AKP7;A0A087WV68;A0A0A0N0M3;A0A1W2PNU8;K7EJM5;A0A087WXQ5;A0A087WXV3;A0A087WX67;A0A087WW61;K7EN94;K7EL26;A0A087WYE7;A0A087WTZ4;A0A0A0MSV7;K7EJ99,Q13148;A0A087WX29;A0A087WYY0;G3V162;B1AKP7;A0A087WV68;A0A0A0N0M3;A0A1W2PNU8;K7EJM5;A0A087WXQ5,8;8;6;6;6;4;4;4;4;4;3;3;3;3;2;2;2;1;1,8;8;6;6;6;4;4;4;4;4;3;3;3;3;2;2;2;1;1,2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,TAR DNA-binding protein 43,TARDBP;TDP43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,8,2,23.4,414
RPL17;RPL17-C18orf32,0.3170790164,0.0940842349255396,0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;A0A0A0MRF8;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;A0A0A0MRF8,13;13;13;13;13;12;12;12;10;9;5,13;13;13;13;13;12;12;12;10;9;5,3;3;3;3;3;3;3;3;3;0;3,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,13,3,60.3,184
ITGB6,0.0496319768,0.722916410323202,0,P18564;A0A087WXP3;E9PEE8,P18564;A0A087WXP3;E9PEE8,1;1;1,1;1;1,1;1;1,Integrin beta-6;Integrin beta,ITGB6,sp|P18564|ITB6_HUMAN Integrin beta-6 OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=2;tr|A0A087WXP3|A0A087WXP3_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1;tr|E9PEE8|E9PEE8_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1,1,1,1.1,788
VTA1,0.0327410288,0.779769907513762,0,Q9NP79;A0A087WY55;Q5TGM0,Q9NP79;A0A087WY55,5;5;2,5;5;2,5;5;2,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1",5,5,18.9,307
UBE2D3;UBE2D2,-0.2741576457,0.161103313782554,0,P61077;P62837;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;D6RAW0;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,P61077;P62837;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;D6RAW0,3;3;3;3;3;3;3;2;1;1;1;1;1,3;3;3;3;3;3;3;2;1;1;1;1;1,3;3;3;3;3;3;3;2;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,UBE2D3;UBE2D2,sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1;sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;tr|D6RFM0|D6RFM0_HUMAN Ubiquitin-conjugating enzyme E2,3,3,36.1,147
UGP2,-0.2628264759,0.0661216275562369,0,Q16851;A0A087WYS1;E7EUC7;C9JNZ1;C9JQU9;C9JTZ5;C9JUW1;C9JWG0;C9JVG3;F2Z3H1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,15;15;15;8;4;3;3;3;3;1,15;15;15;8;4;3;3;3;3;1,15;15;15;8;4;3;3;3;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,15,15,27.2,508
SBDS,-0.0943039344,0.443425202967622,0,Q9Y3A5;A0A087X020;F8WE72,Q9Y3A5;A0A087X020;F8WE72,3;3;2,3;3;2,3;3;2,Ribosome maturation protein SBDS,SBDS,sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4;tr|A0A087X020|A0A087X020_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=1;tr|F8WE72|F8WE72_HUMAN Ribosome maturation protein SBD,3,3,10.8,250
HYOU1,-0.1741659969,0.298039628126121,0,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2;J3KTF1;Q9BST8;J3QQH7;J3QLE9;J3QL06,Q9Y4L1;A0A087X054;A0A494C039;E9PJ21;A0A087WWI4;K7EQK2,14;14;14;13;13;13;3;2;2;2;2,14;14;14;13;13;13;3;2;2;2;2,14;14;14;13;13;13;3;2;2;2;2,Hypoxia up-regulated protein 1,HYOU1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087X054|A0A087X054_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A494C039|A0A494C039_HUMAN Hypoxia up-regulated pro,14,14,16.9,999
ACOT1;ACOT2,-0.3210416385,0.0819150739767352,0,Q86TX2;G3V4F2;A0A087X0W7;P49753;A0A087WT95;A0A2R8Y7H3,Q86TX2;G3V4F2;A0A087X0W7;P49753;A0A087WT95,5;5;5;4;4;2,5;5;5;4;4;2,5;5;5;4;4;2,"Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",ACOT1;ACOT2,"sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|G3V4F2|G3V4F2_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1;tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, ",5,5,17.8,421
RAB18,-0.196153328,0.227331510483402,0,Q9NP72;A0A087X163;Q5W0J0;H0Y6T8,Q9NP72;A0A087X163;Q5W0J0,5;5;3;2,5;5;3;2,5;5;3;2,Ras-related protein Rab-18,RAB18,sp|Q9NP72|RAB18_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1;tr|A0A087X163|A0A087X163_HUMAN Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1;tr|Q5W0J0|Q5W0J0_HUMAN Ras-related protein Rab-18 OS=Homo sapie,5,5,20.9,206
STAU1,0.2613724619,0.326809462599812,0,O95793;A0A087X1A5;Q5JW30,O95793;A0A087X1A5;Q5JW30,3;3;3,3;3;3,3;3;3,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2;tr|A0A087X1A5|A0A087X1A5_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=1;tr|Q5JW30,3,3,5.7,577
PSME2,-0.3818809675,0.0229619886444943,0,Q9UL46;A0A087X1Z3;H0YM70,Q9UL46;A0A087X1Z3;H0YM70,7;7;5,7;7;5,7;7;5,Proteasome activator complex subunit 2,PSME2,sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4;tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1;tr|H0YM70|H0YM70_HUMAN Proteasome activ,7,7,34.3,239
MRPL45,-0.895183341,0.386191449654627,0,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,Q9BRJ2;A0A087X2D5;A0A0G2JMS5;A0A087WU62,5;5;4;4,5;5;4;4,5;5;4;4,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A087X2D5|A0A087X2D5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S",5,5,28.4,306
GPS1,-0.2022218687,0.372018242556895,0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4;J3QQX0,Q13098;C9JFE4;A0A096LP07;A0A096LPJ3;A8K070;J3QS84;J3QS88;J3KTB0;J3QLE8;J3QLT0;J3QL53;J3KRE8;J3KSA5;J3KRJ4,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,4;4;4;4;4;3;3;3;3;3;3;3;3;3;1,COP9 signalosome complex subunit 1,GPS1,sp|Q13098|CSN1_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4;tr|C9JFE4|C9JFE4_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=2;tr|A0A096LP07|A0A096LP07_HUMAN COP9 signalosome complex su,4,4,8.4,491
