DCAF13_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EIF2B4,-0.8210451116,0.23225088429227,0,Q9UI10;A0A087WTA5;E7ERK9;H7C2L8;A0A087WW69;F8W8L6,Q9UI10;A0A087WTA5;E7ERK9;H7C2L8;A0A087WW69,4;4;4;2;2;1,4;4;4;2;2;1,4;4;4;2;2;1,Translation initiation factor eIF-2B subunit delta,EIF2B4,sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=2;tr|A0A087WTA5|A0A087WTA5_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens OX=9606 GN=EIF2B4 PE=1 SV=1;tr|E7ERK9|E7E,4,4,11.7,523
KHSRP,0.0578317675,0.622447009155515,0,Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0R251;M0QYG1;M0R263;M0R0C6,Q92945;A0A087WTP3;M0R0I5,19;19;11;8;5;3;1;1;1;1,16;16;9;6;4;2;0;0;0;0,16;16;9;6;4;2;0;0;0;0,Far upstream element-binding protein 2,KHSRP,sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4;tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1;tr|M0R0I5|M0R0I5_HUMAN Far upstream ele,19,16,35.6,711
PABPC1,-0.3478093865,0.0719979133935659,0,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;H0YAP2;E5RGH3;E5RJB9;E5RH24;H0YB86;Q4VXU2;E5RHG7;H0YAS6;H0YB75;H0YAS7;E5RGC4;E5RFD8;Q96DU9;H0YC10,P11940;A0A087WTT1;E7EQV3;E7ERJ7;H0YAR2,28;28;27;26;16;12;10;8;8;8;7;6;4;3;3;3;2;1;1;1;1,28;28;27;26;16;12;10;8;8;8;7;6;4;3;3;3;2;1;1;1;1,16;16;16;15;12;9;2;8;2;1;1;5;2;0;2;2;1;0;0;1;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7EQV3|E7EQV3_HUMAN Polyadenylate-binding protein ,28,16,42.6,636
PYCR2,-0.2926457651,0.0990102424892612,0,Q96C36;A0A087WTV6;J3KR12;A0A087WZR9;A0A087WX69;A0A087WZF0,Q96C36;A0A087WTV6;J3KR12,8;8;7;3;1;1,7;7;6;2;1;1,7;7;6;2;1;1,Pyrroline-5-carboxylate reductase 2,PYCR2,sp|Q96C36|P5CR2_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|A0A087WTV6|A0A087WTV6_HUMAN Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;tr|J3KR12|J3KR12_HUMAN Uncharacterized protei,8,7,31.2,320
HNRNPDL,-0.2380316623,0.256328957627113,0,A0A087WU03,A0A087WU03,2,2,2,,HNRNPDL,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,2,40.4,57
MRPL45,-0.2861004226,0.516692255291759,0,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,2;2;2;2,2;2;2;2,2;2;2;2,"39S ribosomal protein L45, mitochondrial",MRPL45,"sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A087WU62|A0A087WU62_HUMAN 39S",2,2,11.1,306
POLA1,-0.0612412988,0.719262618868628,0,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,1;1;1,1;1;1,1;1;1,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,1,1,0.5,1462
CTNNBL1,-0.0286840129,0.803398123592027,0,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,CTNNBL1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,7,7,16.2,563
SPCS2,0.1212183915,0.33313031266833,0,Q15005;A0A087WUC6;E9PI68;E9PRB9;E9PL01;H0YE04,Q15005;A0A087WUC6;E9PI68;E9PRB9;E9PL01,3;3;3;2;2;1,3;3;3;2;2;1,3;3;3;2;2;1,Signal peptidase complex subunit 2,SPCS2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PI68|E9PI68_HUMAN Signal peptidase complex,3,3,24.8,226
HNRNPDL,-0.374350197,0.0287789236396988,0,O14979;A0A087WUK2,O14979;A0A087WUK2,14;14,12;12,12;12,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,14,12,30.5,420
SLIRP,-0.0976904717,0.470456526026259,0,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,8;8;8;8;8;6;2;2;2,8;8;8;8;8;6;2;2;2,8;8;8;8;8;6;2;2;2,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,"sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",8,8,68.8,109
EIF5B,0.0295882245,0.841948385786658,0,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,EIF5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,7,7,10.4,1220
SPTBN1,-0.4725688595,0.00989724436384211,0,Q01082;A0A087WUZ3;F8W6C1;O15020;A4QPE4,Q01082;A0A087WUZ3,52;52;19;2;2,52;52;19;2;2,51;51;18;1;1,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",52,51,30,2364
MTHFD1L,-0.2934926706,0.0687756852037271,0,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q4VXM1;Q5JYA8;Q5JYA3;H0Y327,Q6UB35;A0A087WVM4;B7ZM99,10;10;10;2;1;1;1;1,9;9;9;2;1;1;1;1,9;9;9;2;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",MTHFD1L,"sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",10,9,12.1,978
POLR2E,-0.4636553127,0.0301193872150846,0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",POLR2E,"sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",3,3,25.2,210
POLD2,0.3623364752,0.37762184761671,0,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,DNA polymerase delta subunit 2,POLD2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,4,4,11.5,469
TPM3,-0.0965506521,0.418208037880558,0,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;H0YL80,A0A087WWU8;D6R904,26;16;9;7;5,26;16;9;7;5,11;11;4;7;0,,TPM3,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,26,11,70.5,227
TARDBP;TDP43,-0.2901520265,0.114223459672031,0,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;K7EN94;A0A1W2PNU8;A0A087WXQ5;A0A087WV68;A0A087WXV3;A0A087WX67;A0A087WW61;A0A0A0MSV7;K7EJ99;K7EL26;A0A087WZC9;A0A087WYE7;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;K7EN94;A0A1W2PNU8,10;10;8;8;8;8;7;7;6;5;4;4;3;3;3;3;3;1;1;1;1,10;10;8;8;8;8;7;7;6;5;4;4;3;3;3;3;3;1;1;1;1,10;10;8;8;8;8;7;7;6;5;4;4;3;3;3;3;3;1;1;1;1,TAR DNA-binding protein 43,TARDBP;TDP43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,10,10,33.3,414
RPL17;RPL17-C18orf32,0.0975217788,0.552500543481392,0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81,13;13;13;13;13;11;11;11;10;10;8;4,13;13;13;13;13;11;11;11;10;10;8;4,13;13;13;13;13;11;11;11;10;10;8;4,60S ribosomal protein L17,RPL17;RPL17-C18orf32,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,13,13,52.2,184
ITGB6,-0.0471889191,0.765365224505127,0,P18564;A0A087WXP3;E9PEE8,P18564;A0A087WXP3;E9PEE8,2;2;2,2;2;2,2;2;2,Integrin beta-6;Integrin beta,ITGB6,sp|P18564|ITB6_HUMAN Integrin beta-6 OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=2;tr|A0A087WXP3|A0A087WXP3_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1;tr|E9PEE8|E9PEE8_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB6 PE=1 SV=1,2,2,4.6,788
VTA1,-0.1346215444,0.320158294048637,0,Q9NP79;A0A087WY55;Q5TGM0,Q9NP79;A0A087WY55;Q5TGM0,3;3;2,3;3;2,3;3;2,Vacuolar protein sorting-associated protein VTA1 homolog,VTA1,"sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=VTA1 PE=1 SV=1;tr|Q5TGM0|Q5T",3,3,13.7,307
AP2M1,0.0729012,0.814591854222214,0,Q96CW1;A0A087WY71;E9PFW3;C9JJ47;C9JTK4;C9JGT8,Q96CW1;A0A087WY71;E9PFW3;C9JJ47,4;4;4;2;1;1,4;4;4;2;1;1,4;4;4;2;1;1,AP-2 complex subunit mu,AP2M1,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2;tr|A0A087WY71|A0A087WY71_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1;tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=960,4,4,13.1,435
UBE2D3;UBE2D2;UBE2D4;UBE2D1,-0.3257530138,0.0583754081026166,0,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,P61077;P62837;D6RAW0;D6RFM0;D6RAH7;H9KV45;A0A0A0MQU3;A0A087WY85;Q9Y2X8;P51668;D6RA11;A0A087WW00;C9J9H9,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,2;2;2;2;2;2;2;2;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D4;Ubiquitin-conjugating enzyme E2 D1,UBE2D3;UBE2D2;UBE2D4;UBE2D1,sp|P61077|UB2D3_HUMAN Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1;sp|P62837|UB2D2_HUMAN Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens OX=9606 GN=UBE2D2 PE=1 SV=1;tr|D6RAW0|D6RAW0_HUMAN Ubiquitin-conjugating enzyme E2,2,2,19.7,147
POLD1,0.0591696901,0.742245643456686,0,P28340;M0QZR8;A0A087WYJ2;M0R2B7;A0A2R8Y7K6;A0A2R8Y705;M0QXE6,P28340;M0QZR8;A0A087WYJ2;M0R2B7;A0A2R8Y7K6;A0A2R8Y705,4;4;4;4;3;2;1,4;4;4;4;3;2;1,4;4;4;4;3;2;1,DNA polymerase delta catalytic subunit;DNA polymerase,POLD1,sp|P28340|DPOD1_HUMAN DNA polymerase delta catalytic subunit OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=2;tr|M0QZR8|M0QZR8_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=1;tr|A0A087WYJ2|A0A087WYJ2_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,4,4,4.9,1107
UGP2,-0.3537719718,0.0371402068485638,0,Q16851;A0A087WYS1;E7EUC7;C9JNZ1;C9JWG0;C9JVG3;C9JQU9;C9JTZ5;C9JUW1;F2Z3H1,Q16851;A0A087WYS1;E7EUC7;C9JNZ1,13;13;13;7;4;4;4;3;3;1,13;13;13;7;4;4;4;3;3;1,13;13;13;7;4;4;4;3;3;1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,sp|Q16851|UGPA_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5;tr|A0A087WYS1|A0A087WYS1_HUMAN UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=1;tr|E7EUC7|E7EUC7_HUMAN UTP--gl,13,13,28.9,508
PTGES3,-0.2579453193,0.102172184214212,0,Q15185;A0A087WYT3,Q15185;A0A087WYT3,5;5,5;5,5;5,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1;tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,5,5,26.2,160
EIF3H,-0.3099172874,0.0841946451714227,0,O15372;A0A087WZK9;B3KS98;E5RJT0;E5RGU4,O15372;A0A087WZK9;B3KS98;E5RJT0,6;6;6;4;1,6;6;6;4;1,6;6;6;4;1,Eukaryotic translation initiation factor 3 subunit H,EIF3H,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|A0A087WZK9|A0A087WZK9_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1;tr|B3KS98|B,6,6,21,352
IDH3B,-0.147916348,0.645951604190493,0,O43837;A0A087X2E5;A0A087WZN1;A0A0D9SG66,O43837;A0A087X2E5;A0A087WZN1;A0A0D9SG66,3;3;3;2,3;3;3;2,3;3;3;2,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",IDH3B,"sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2;tr|A0A087X2E5|A0A087X2E5_HUMAN Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=1;tr|A",3,3,11.9,385
