Gene_names,FBXW5_vs_BirA_logFC,FBXW5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_FBXW5_N1,Peptides_FBXW5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_FBXW5_N1,Razor___unique_peptides_FBXW5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_FBXW5_N1,Unique_peptides_FBXW5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_FBXW5_N1,Identification_type_FBXW5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_FBXW5_N1,Ratio_H_L_FBXW5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_FBXW5_N1,Ratio_H_L_normalized_FBXW5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____FBXW5_N1,Ratio_H_L_variability_____FBXW5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_FBXW5_N1,Ratio_H_L_count_FBXW5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_FBXW5_N1,Ratio_H_L_iso_count_FBXW5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_FBXW5_N1,Ratio_H_L_type_FBXW5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_FBXW5_N1____,Sequence_coverage_FBXW5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_FBXW5_N1,Intensity_L_FBXW5_N1,Intensity_H_FBXW5_N1,Intensity_FBXW5_N2,Intensity_L_FBXW5_N2,Intensity_H_FBXW5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_FBXW5_N1,metacell_Intensity_L_FBXW5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
NAGK,-22.3079287208154,0.000187473674533298,Q9UJ70;H7C3G9;H7C1L7;H0YEB7;C9JEV6;H0YE82;H0YC94,Q9UJ70;H7C3G9;H7C1L7;H0YEB7;C9JEV6,3;3;2;2;2;1;1,3;3;2;2;2;1;1,3;3;2;2;2;1;1,N-acetyl-D-glucosamine kinase,sp|Q9UJ70|NAGK_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=4;tr|H7C3G9|H7C3G9_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=2;tr|H7C1L7|H7C1L7_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens,7,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,16.9,16.9,16.9,37.375,344,344;340;159;182;293;84;136,0.010716,1.1011,By MS/MS,By MS/MS,,,1.7089,4.4117,99.592,3,2,Plateau,0.27609,0.93104,,,0.64077,2.3775,,,,91.524,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,3.5,13.4,0.0,0.0,908020000,669420000,238600000,14299000,10532000,3766400,893720000,658880000,234830000,0,0,0,0,0,0,,,,1029,125;10837;15369,True;True;True,134;12881;18089,311;31168;43585,608;58920;81622,608;58920;81622,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1030,imputed MEC,imputed MEC,quanti,quanti
SRPRB,0.153184144557205,0.841574207067497,Q9Y5M8;H7C4H2,Q9Y5M8;H7C4H2,8;8,8;8,8;8,Signal recognition particle receptor subunit beta,sp|Q9Y5M8|SRPRB_HUMAN Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3;tr|H7C4H2|H7C4H2_HUMAN Signal recognition particle receptor subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=1,2,8,8,8,2,1,6,6,2,1,6,6,2,1,6,6,36.2,36.2,36.2,29.702,271,271;160,0.0,22.08,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35241,0.96877,25.221,13,2,Leave out requantified,0.27675,0.31583,0.38792,0.44746,0.95389,0.87758,1.0101,1.0204,,,23.129,44.506,1,1,6,5,0,0,0,2,Median,Median,Leave out requantified,Leave out requantified,17.7,7.4,29.5,24.0,828050000,567670000,260370000,147530000,136180000,11345000,71594000,46420000,25175000,327560000,222100000,105460000,281370000,162980000,118390000,,,,1032,1073;3283;5751;10852;10853;14456;15663;15664,True;True;True;True;True;True;True;True,1234;3824;6720;12897;12898;17024;18427;18428,3088;3089;9429;16145;31206;31207;31208;31209;41181;41182;44338;44339;44340;44341;44342,5879;5880;5881;5882;5883;5884;5885;5886;18051;18052;30836;30837;58995;58996;58997;58998;77458;82913;82914;82915;82916;82917,5883;18051;30837;58996;58998;77458;82913;82916,,,,,-1;-1,protein_1033,quanti,quanti,quanti,quanti
MRPL27,20.8937448089154,1.20994762227418e-07,Q9P0M9;H7C5U8;D6RAN8;D6RE11;B3KN43,Q9P0M9;H7C5U8;D6RAN8,3;3;2;1;1,3;3;2;1;1,3;3;2;1;1,"39S ribosomal protein L27, mitochondrial","sp|Q9P0M9|RM27_HUMAN 39S ribosomal protein L27, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL27 PE=1 SV=1;tr|H7C5U8|H7C5U8_HUMAN 39S ribosomal protein L27, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL27 PE=1 SV=1;tr|D6RAN8|D6RAN8_HUMAN 39S ribo",5,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,28.4,28.4,28.4,16.073,148,148;136;93;84;94,0.0,9.7568,,,By MS/MS,By MS/MS,0.99231,2.2866,64.5,5,2,Median,,,0.68744,0.99231,,,1.8348,2.2866,,,68.951,74.795,0,0,2,3,0,0,1,1,Median,Median,Median,Median,0.0,0.0,18.2,28.4,304090000,138050000,166040000,0,0,0,0,0,0,121980000,63193000,58784000,182110000,74853000,107260000,,,,1035,9476;14427;17594,True;True;True,11272;16990;20598,27217;27218;41107;41108;49666,51604;51605;51606;51607;51608;51609;51610;77311;77312;93042,51607;77311;93042,,,,,-1;-1;-1;-1;-1,protein_1036,quanti,quanti,imputed MEC,imputed MEC
NSF,0.630312256051177,0.147416214030322,P46459;I3L0N3;I3L0L3;I3L2G1;K7EQD6,P46459;I3L0N3,16;16;3;2;2,16;16;3;2;2,16;16;3;2;2,Vesicle-fusing ATPase,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,5,16,16,16,6,5,11,11,6,5,11,11,6,5,11,11,23.1,23.1,23.1,82.593,744,744;739;161;136;180,0.0,27.004,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33355,0.89817,39.138,32,16,Leave out requantified,0.3297,0.4604,0.31782,0.39417,0.94535,1.1552,0.85286,0.94483,82.565,25.297,9.2749,31.243,5,5,11,11,2,1,4,9,Leave out requantified,Leave out requantified,Leave out requantified,Median,10.2,7.8,15.5,15.9,1565300000,1070400000,494940000,168690000,109070000,59626000,204880000,139480000,65405000,564230000,403490000,160740000,627490000,418320000,209170000,,,,1038,5899;6532;7314;9382;10310;11091;11224;11781;13056;13057;13843;15091;17713;17714;19588;21741,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,6904;7691;8709;11154;12274;13204;13360;14002;15450;15451;16342;17756;20743;20744;22951;25465,16591;16592;16593;18494;21031;21032;26928;29683;29684;31999;32000;32360;32361;33864;33865;33866;33867;37359;37360;37361;37362;39522;39523;39524;39525;42814;42815;50055;50056;55513;55514;61520;61521,31636;31637;31638;31639;31640;31641;31642;31643;35053;40002;40003;40004;40005;51160;56005;56006;60415;60416;61105;61106;63850;63851;63852;63853;70221;70222;70223;70224;74193;74194;74195;74196;74197;74198;80291;80292;80293;93845;93846;104936;104937;104938;116266;116267,31641;35053;40004;51160;56006;60415;61105;63850;70221;70224;74196;80291;93845;93846;104936;116267,,,,,-1;-1;-1;-1;-1,protein_1039,quanti,quanti,quanti,quanti
EIF5A;EIF5AL1;EIF5A2,-2.18623551183374,0.0415590661986288,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,10;10;10;8;7;7;7;7,10;10;10;8;7;7;7;7,10;10;10;8;7;7;7;7,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,8,10,10,10,8,7,4,8,8,7,4,8,8,7,4,8,64.9,64.9,64.9,16.832,154,154;146;186;154;153;105;109;115,0.0,33.941,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39822,1.0703,11.451,41,8,Leave out requantified,0.3483,0.40448,0.40138,0.48158,1.1756,1.0556,1.0543,1.1168,17.594,18.846,10.7,11.198,11,10,6,14,3,0,1,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,41.6,41.6,37.0,64.9,4877800000,3350500000,1527400000,1169400000,835350000,334050000,1789200000,1236000000,553200000,316440000,217430000,99011000,1602800000,1061600000,541130000,,,,1043,339;340;6476;9491;9709;9710;13759;13862;19324;19325,True;True;True;True;True;True;True;True;True;True,388;389;7634;11287;11568;11569;11570;16254;16364;22600;22601;22602,929;930;931;932;933;934;935;936;937;938;939;940;941;18377;27245;27246;27934;27935;27936;27937;27938;27939;27940;27941;27942;39331;39580;39581;39582;54601;54602;54603;54604;54605;54606;54607;54608;54609;54610;54611;54612,1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;34878;51659;51660;51661;51662;51663;51664;52775;52776;52777;52778;52779;52780;52781;52782;52783;52784;52785;52786;52787;52788;52789;73855;74300;74301;74302;74303;74304;74305;74306;74307;103138;103139;103140;103141;103142;103143;103144;103145;103146;103147;103148;103149;103150;103151;103152;103153;103154;103155;103156;103157;103158;103159;103160;103161;103162;103163;103164;103165,1823;1833;34878;51660;52776;52786;73855;74303;103138;103160,316,,39,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1044,quanti,quanti,quanti,quanti
NDUFAB1,20.5441341269914,1.00680540266496e-06,O14561;I3L505,O14561;I3L505,2;2,2;2,2;2,"Acyl carrier protein, mitochondrial;Acyl carrier protein","sp|O14561|ACPM_HUMAN Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3;tr|I3L505|I3L505_HUMAN Acyl carrier protein, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=1",2,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,11.5,11.5,11.5,17.417,156,156;70,0.0,3.059,,,By MS/MS,By MS/MS,0.41955,1.1049,19.392,3,1,Median,,,0.41955,0.46287,,,1.1049,1.09,,,,27.403,0,0,1,2,0,0,0,1,Median,Median,Median,Median,0.0,0.0,5.8,11.5,187600000,123850000,63751000,0,0,0,0,0,0,46528000,31570000,14958000,141070000,92282000,48793000,,,,1047,12175;12660,True;True,14436;15010,34876;34877;36296,65528;65529;68241,65528;68241,,,,,-1;-1,protein_1048,quanti,quanti,imputed MEC,imputed MEC
DHODH,21.5143706416868,2.54185657448711e-07,Q02127;I3NI32;J3QRQ3;I3L449;J3QRJ4,Q02127;I3NI32;J3QRQ3;I3L449,5;5;3;3;1,5;5;3;3;1,5;5;3;3;1,"Dihydroorotate dehydrogenase (quinone), mitochondrial","sp|Q02127|PYRD_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=3;tr|I3NI32|I3NI32_HUMAN Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Homo sapiens OX=9606 GN=DHODH PE=1 SV=1;tr|J3QRQ3|J3QRQ3_H",5,5,5,5,0,0,4,4,0,0,4,4,0,0,4,4,18.2,18.2,18.2,42.867,395,395;393;144;193;76,0.0,7.5858,,,By MS/MS,By MS/MS,0.53828,1.3768,31.23,9,1,Leave out requantified,,,0.49971,0.53131,,,1.2946,1.2782,,,37.986,31.505,0,0,5,4,0,0,1,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,14.9,14.7,346170000,214090000,132080000,0,0,0,0,0,0,198980000,123660000,75319000,147190000,90428000,56762000,,,,1048,681;5149;12220;19130;21160,True;True;True;True;True,772;5970;14489;22373;24786,1856;1857;14303;14304;34998;34999;54001;59919;59920,3444;27060;27061;65763;65764;101978;101979;113273;113274;113275,3444;27061;65763;101978;113275,,,,,-1;-1;-1;-1;-1,protein_1049,quanti,quanti,imputed MEC,imputed MEC
SRSF2,0.16957958517343,0.657647233242773,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,7;7;7;1,7;7;7;1,7;7;7;1,Serine/arginine-rich splicing factor 2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,4,7,7,7,5,5,4,4,5,5,4,4,5,5,4,4,26.2,26.2,26.2,25.476,221,221;130;133;282,0.0,40.035,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30375,0.83809,7.4953,23,5,Leave out requantified,0.24198,0.30375,0.25847,0.30247,0.86475,0.85103,0.73501,0.76875,12.488,3.9574,11.514,6.533,5,5,6,7,3,0,1,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,26.2,26.2,21.7,21.7,2928200000,2195600000,732550000,357830000,284860000,72976000,481350000,360040000,121300000,1013300000,755170000,258160000,1075700000,795560000,280120000,,,,1052,2702;2703;4575;17309;17310;19172;19173,True;True;True;True;True;True;True,3134;3135;5311;20277;20278;22423;22424;22425,7843;7844;7845;7846;7847;7848;12772;12773;48893;48894;48895;48896;48897;48898;48899;54147;54148;54149;54150;54151;54152;54153;54154;54155,14973;14974;14975;14976;14977;14978;14979;14980;14981;14982;14983;14984;14985;14986;24212;24213;24214;24215;91522;91523;91524;91525;91526;91527;91528;91529;91530;102255;102256;102257;102258;102259;102260;102261;102262;102263;102264;102265;102266;102267;102268;102269;102270;102271;102272;102273;102274;102275;102276;102277;102278;102279;102280;102281;102282;102283,14979;14984;24215;91524;91529;102255;102283,,,,,-1;-1;-1;-1,protein_1053,quanti,quanti,quanti,quanti
LUC7L3,21.0585347496417,6.75580032794221e-07,O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,4;4;3;2;2,4;4;3;2;2,4;4;3;2;2,Luc7-like protein 3,"sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2;tr|J3KPP4|J3KPP4_HUMAN Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=1;tr|D6RDI2|D6RDI2_HUMAN Luc7-like p",5,4,4,4,0,0,4,2,0,0,4,2,0,0,4,2,10.0,10.0,10.0,51.466,432,432;489;184;36;46,0.0,5.0309,,,By MS/MS,By MS/MS,0.28265,0.68138,5.5608,6,1,Leave out requantified,,,0.28233,0.27043,,,0.68848,0.60603,,,6.187,4.1781,0,0,4,2,0,0,1,0,Median,Median,Leave out requantified,Median,0.0,0.0,10.0,7.9,228120000,161270000,66854000,0,0,0,0,0,0,148180000,104260000,43918000,79949000,57013000,22936000,,,,1054,9917;12418;21442;21443,True;True;True;True,11809;14716;25120;25121,28540;28541;35567;60677;60678;60679,53903;66776;114607;114608;114609;114610,53903;66776;114607;114608,,,,,-1;-1;-1;-1;-1,protein_1055,quanti,quanti,imputed MEC,imputed MEC
OLA1,-1.13926122113551,0.146803162156003,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,6;6;2;1,6;6;2;1,6;6;2;1,Obg-like ATPase 1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,4,6,6,6,5,4,3,5,5,4,3,5,5,4,3,5,22.5,22.5,22.5,44.743,396,396;416;116;103,0.0,10.134,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30498,0.86218,21.324,18,4,Leave out requantified,0.23409,0.29454,0.31492,0.39014,0.67897,0.75426,0.85129,1.0134,14.9,8.9575,37.285,12.782,5,4,3,6,2,1,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.7,12.4,13.4,19.9,1022300000,745870000,276430000,219550000,169770000,49781000,231010000,170080000,60934000,111930000,86154000,25779000,459800000,319870000,139930000,,,,1056,5348;7730;8362;10971;14589;21372,True;True;True;True;True;True,6202;9177;9939;13055;17172;25041,14852;14853;22104;22105;22106;22107;24070;24071;24072;24073;24074;31638;31639;41527;41528;60511;60512;60513,28141;28142;28143;28144;42043;42044;42045;42046;42047;42048;42049;42050;42051;42052;42053;42054;45790;45791;45792;45793;45794;45795;45796;59787;59788;59789;59790;78054;78055;78056;114338;114339;114340;114341,28144;42044;45795;59787;78055;114341,,,,,-1;-1;-1;-1,protein_1057,quanti,quanti,quanti,quanti
PTRH2,1.16203363665382,0.249862491133868,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,5;5,5;5,5;5,"Peptidyl-tRNA hydrolase 2, mitochondrial","sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",2,5,5,5,1,1,5,1,1,1,5,1,1,1,5,1,53.1,53.1,53.1,19.193,179,179;180,0.0,6.8574,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38412,1.0007,8.8149,8,1,Leave out requantified,0.39204,0.44802,0.38347,0.39764,1.0298,1.0333,0.93297,0.90559,,,10.407,,1,1,5,1,0,0,1,0,Median,Median,Leave out requantified,Median,10.6,10.6,53.1,10.6,300730000,213100000,87632000,18540000,12697000,5842400,22863000,17288000,5574700,213780000,148950000,64837000,45548000,34171000,11377000,,,,1057,13241;17717;18233;18672;20623,True;True;True;True;True,15663;20748;21344;21841;24187,37863;50066;50067;51448;52698;58498;58499;58500,71100;71101;93867;93868;93869;96675;96676;96677;99367;110802;110803;110804;110805,71101;93869;96676;99367;110802,,,,,-1;-1,protein_1058,quanti,quanti,quanti,quanti
SUMF2,-0.173737981602425,0.661718074004134,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17;F8WEX5;E9PG02;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17,7;7;6;6;6;6;5;5;5;4;3;3;2;2,7;7;6;6;6;6;5;5;5;4;3;3;2;2,7;7;6;6;6;6;5;5;5;4;3;3;2;2,Sulfatase-modifying factor 2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,14,7,7,7,5,4,6,6,5,4,6,6,5,4,6,6,32.9,32.9,32.9,33.843,301,301;320;274;286;305;352;232;304;358;236;165;183;102;150,0.0,12.355,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49949,1.4606,17.887,22,5,Leave out requantified,0.47868,0.70306,0.51799,0.49398,1.4385,1.7042,1.4429,1.2431,16.232,9.4278,7.7612,20.548,5,5,6,6,0,2,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.6,17.3,27.9,28.9,999060000,586020000,413040000,132580000,91778000,40802000,197300000,110220000,87080000,326990000,199070000,127920000,342180000,184940000,157240000,,,,1059,3468;4033;4781;5398;11689;13076;17199,True;True;True;True;True;True;True,4041;4686;5556;6266;13894;15472;20158,9912;9913;11314;11315;11316;13335;13336;14988;14989;14990;33608;33609;33610;37409;37410;37411;37412;37413;48576;48577;48578;48579,18928;18929;21413;21414;21415;21416;25224;25225;25226;28440;28441;28442;63428;63429;63430;70298;70299;70300;70301;70302;70303;90871;90872;90873;90874;90875;90876;90877;90878;90879;90880;90881,18929;21414;25225;28441;63430;70303;90876,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1060,quanti,quanti,quanti,quanti
RPL36AL;RPL36A;RPL36A-HNRNPH2,-3.37511152721708,0.0295266870151876,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,4;4;4;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,6,4,4,4,3,4,2,3,3,4,2,3,3,4,2,3,19.8,19.8,19.8,12.469,106,106;106;142;112;118;25,0.0,10.554,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32716,0.95443,11.644,11,2,Leave out requantified,0.26006,0.31898,0.51217,0.41016,0.8933,0.86039,1.1197,1.0827,12.517,11.442,,11.319,3,4,1,3,1,1,0,0,Median,Leave out requantified,Median,Leave out requantified,19.8,19.8,15.1,18.9,934980000,694080000,240900000,282130000,220580000,61552000,381870000,292560000,89310000,26561000,16924000,9636900,244420000,164020000,80404000,,,,1060,8880;9214;9318;10185,True;True;True;True,10539;10940;11074;12133,25479;25480;25481;26411;26412;26413;26414;26733;26734;29402;29403;29404,48411;48412;48413;48414;48415;48416;48417;48418;48419;48420;50191;50192;50193;50194;50195;50826;50827;50828;55494;55495;55496;55497,48418;50194;50826;55494,,,,,-1;-1;-1;-1;-1;-1,protein_1061,quanti,quanti,quanti,quanti
IARS,-0.368059596209136,0.6829307558746,P41252;J3KR24;A0A0A0MSX9;Q5TCC6;Q5TCD1,P41252;J3KR24;A0A0A0MSX9,26;26;24;3;2,26;26;24;3;2,26;26;24;3;2,"Isoleucine--tRNA ligase, cytoplasmic","sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",5,26,26,26,13,12,6,20,13,12,6,20,13,12,6,20,25.6,25.6,25.6,144.5,1262,1262;1152;1242;174;330,0.0,46.172,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38499,1.037,26.005,50,13,Leave out requantified,0.31564,0.38842,0.43032,0.43057,0.98855,0.97254,1.1631,1.0842,20.602,21.002,14.874,32.005,12,12,5,21,4,4,0,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.9,10.2,4.4,20.0,2540100000,1698800000,841240000,362430000,245160000,117260000,407590000,259500000,148080000,250110000,173240000,76872000,1519900000,1020900000,499020000,,,,1061,1719;1720;2366;4539;4761;5174;8552;8562;10335;11422;11785;11887;12695;12696;13059;14233;15834;17259;17676;18238;18605;18893;18894;19021;19696;21628,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2004;2005;2739;5268;5532;5533;5996;10147;10161;12304;13587;14007;14120;15047;15048;15049;15453;16775;18617;20221;20696;21349;21767;22102;22103;22238;23082;25339,5094;5095;6950;6951;6952;6953;12665;12666;13288;13289;13290;13291;13292;14367;24537;24577;29759;32917;32918;33874;33875;33876;34129;36385;36386;36387;36388;36389;36390;36391;37365;37366;40583;44796;48739;48740;48741;48742;48743;49913;51457;52533;52534;52535;53342;53343;53640;53641;53642;55834;61211;61212;61213;61214,9790;9791;13412;13413;13414;13415;13416;24014;24015;25139;25140;25141;25142;25143;25144;25145;25146;25147;25148;25149;25150;25151;27177;46592;46593;46683;46684;56170;62214;62215;62216;63862;64251;68385;68386;68387;68388;68389;68390;68391;68392;68393;68394;68395;68396;68397;68398;68399;68400;68401;68402;68403;68404;68405;68406;68407;68408;70227;70228;70229;76293;83789;91171;91172;91173;91174;91175;91176;91177;91178;93521;93522;93523;96689;96690;96691;99028;99029;99030;99031;99032;99033;99034;100675;100676;101247;101248;101249;101250;105567;115672;115673;115674;115675,9790;9791;13413;24014;25142;27177;46593;46684;56170;62215;63862;64251;68389;68407;70227;76293;83789;91178;93521;96691;99030;100675;100676;101250;105567;115675,,,,,-1;-1;-1;-1;-1,protein_1062,quanti,quanti,quanti,quanti
