Gene_names,TLE2_vs_BirA_logFC,TLE2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE2_N1,Peptides_TLE2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE2_N1,Razor___unique_peptides_TLE2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE2_N1,Unique_peptides_TLE2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE2_N1,Identification_type_TLE2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE2_N1,Ratio_H_L_TLE2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE2_N1,Ratio_H_L_normalized_TLE2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE2_N1,Ratio_H_L_variability_____TLE2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE2_N1,Ratio_H_L_count_TLE2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE2_N1,Ratio_H_L_iso_count_TLE2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE2_N1,Ratio_H_L_type_TLE2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE2_N1____,Sequence_coverage_TLE2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE2_N1,Intensity_L_TLE2_N1,Intensity_H_TLE2_N1,Intensity_TLE2_N2,Intensity_L_TLE2_N2,Intensity_H_TLE2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE2_N1,metacell_Intensity_L_TLE2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SRP14,0.133868359653736,0.6118398106391,P37108;H0YLA2,P37108;H0YLA2,7;4,7;4,7;4,Signal recognition particle 14 kDa protein,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,2,7,7,7,5,4,4,5,5,4,4,5,5,4,4,5,46.3,46.3,46.3,14.57,136,136;115,0.0,17.635,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.72458,2.1956,10.843,24,1,Leave out requantified,0.64078,0.80234,0.71963,0.74031,2.1727,2.1532,2.4336,2.183,10.066,2.5499,15.37,14.786,6,5,6,7,1,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,46.3,40.4,27.9,37.5,2595300000,1506700000,1088500000,346930000,203020000,143900000,373680000,212320000,161360000,849120000,502570000,346550000,1025500000,588810000,436720000,,,,1702,4088;4852;8394;8922;8923;17869;19232,True;True;True;True;True;True;True,4360;5168;9061;9621;9622;19107;20595,11503;11504;11505;11506;11507;11508;13609;13610;24185;25651;25652;25653;25654;25655;50780;50781;50782;50783;54897;54898;54899;54900;54901;54902,21368;21369;21370;21371;21372;21373;21374;21375;21376;21377;21378;21379;21380;21381;25212;25213;25214;25215;25216;25217;25218;45009;45010;45011;47763;47764;47765;47766;47767;47768;47769;47770;47771;47772;93358;93359;93360;93361;93362;93363;93364;93365;101582;101583;101584;101585;101586;101587;101588;101589;101590;101591;101592;101593;101594;101595;101596;101597;101598;101599;101600;101601;101602;101603;101604;101605;101606;101607,21375;25217;45010;47763;47770;93360;101588,,,,,-1;-1,protein_1703,quanti,quanti,quanti,quanti
TAGLN2,-0.518560655759625,0.178232695662271,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,15;13;1;1,15;13;1;1,15;13;1;1,Transgelin-2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,4,15,15,15,8,10,12,10,8,10,12,10,8,10,12,10,50.8,50.8,50.8,22.391,199,199;187;199;115,0.0,141.07,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38464,1.3048,37.316,46,14,Leave out requantified,0.33612,0.44893,0.35952,0.38874,1.2631,1.2444,1.172,1.2476,62.154,46.887,43.222,11.723,9,10,14,13,4,3,4,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,43.2,45.7,48.7,48.7,11959000000,8599400000,3359400000,2020200000,1452200000,568010000,2542000000,1760600000,781410000,4188200000,3079900000,1108400000,3208300000,2306700000,901610000,,,,1703,1642;2759;2760;3889;5254;6139;8139;8140;13358;13359;14007;14008;14569;17549;17550,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1757;2950;2951;4150;5602;5603;6594;8790;8791;14362;14363;15035;15036;15629;18771;18772;18773,4897;4898;4899;4900;8120;8121;8122;8123;8124;11030;11031;14755;14756;14757;14758;14759;17538;23472;23473;23474;38233;38234;38235;38236;38237;38238;38239;40016;40017;40018;40019;40020;40021;41512;41513;41514;41515;41516;41517;41518;49925;49926;49927;49928;49929;49930;49931;49932,9277;9278;9279;9280;9281;9282;9283;9284;9285;9286;9287;9288;15325;15326;15327;15328;15329;15330;15331;15332;20529;20530;27431;27432;27433;27434;27435;27436;27437;27438;27439;27440;27441;27442;32641;43703;43704;43705;43706;43707;43708;43709;43710;43711;70282;70283;70284;70285;70286;70287;70288;70289;73651;73652;73653;73654;73655;73656;73657;73658;73659;73660;73661;73662;73663;73664;73665;76231;76232;76233;76234;76235;76236;76237;76238;76239;76240;76241;91831;91832;91833;91834;91835;91836;91837;91838;91839;91840;91841;91842;91843;91844;91845;91846;91847;91848;91849;91850,9280;15328;15332;20530;27439;32641;43708;43711;70284;70289;73655;73663;76236;91839;91849,,105,,194,-1;-1;-1;-1,protein_1704,quanti,quanti,quanti,quanti
TALDO1,-2.31535323777134,0.0232096991087744,P37837;F2Z393,P37837;F2Z393,18;11,18;11,18;11,Transaldolase,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,2,18,18,18,15,16,8,4,15,16,8,4,15,16,8,4,43.3,43.3,43.3,37.54,337,337;318,0.0,46.696,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31132,0.96686,19.827,49,18,Leave out requantified,0.28223,0.40476,0.22685,0.29755,0.95705,1.1173,0.76049,0.93116,19.247,21.313,26.319,79.584,18,18,9,4,8,5,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Median,42.4,43.3,27.3,13.6,2997000000,2167300000,829780000,917010000,672140000,244870000,1069800000,721780000,348050000,747310000,581210000,166110000,262890000,192130000,70760000,,,,1704,199;200;1146;4155;7801;8835;10377;10788;10789;11603;12075;13932;16889;16890;17405;20313;20314;20315,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,207;208;1227;4432;8425;9529;11190;11636;11637;12497;12997;14959;18071;18072;18618;21745;21746;21747,529;530;531;532;3337;3338;3339;3340;3341;11687;11688;11689;11690;11691;22470;22471;22472;22473;22474;22475;22476;25402;29901;29902;31121;31122;31123;31124;31125;33308;33309;34618;34619;34620;39838;39839;48001;48002;48003;48004;49511;49512;57873;57874;57875;57876;57877;57878;57879;57880,981;982;983;984;985;986;987;988;989;6221;6222;6223;6224;6225;6226;6227;6228;6229;6230;6231;6232;6233;21684;21685;21686;21687;21688;21689;21690;21691;21692;41871;41872;41873;41874;41875;41876;41877;41878;41879;41880;41881;41882;47293;55434;55435;55436;55437;57617;57618;57619;57620;57621;57622;57623;57624;57625;57626;57627;57628;57629;61406;61407;61408;63790;63791;63792;63793;73328;73329;73330;87909;87910;87911;87912;87913;87914;87915;87916;91038;91039;91040;91041;107293;107294;107295;107296;107297;107298;107299;107300;107301;107302;107303,984;989;6224;21691;41874;47293;55434;57619;57629;61406;63792;73330;87911;87913;91041;107298;107300;107302,,,,,-1;-1,protein_1705,quanti,quanti,quanti,quanti
ETFB,0.562377724303754,0.0902560157142813,P38117;M0QY67,P38117,9;3,9;3,9;3,Electron transfer flavoprotein subunit beta,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,2,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,36.5,36.5,36.5,27.843,255,255;178,0.0,24.962,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31231,1.0987,25.887,20,6,Leave out requantified,0.29285,0.49643,0.29096,0.32412,0.86684,1.2743,0.94684,1.0334,20.79,33.307,21.437,26.385,5,5,5,5,1,1,1,3,Leave out requantified,Leave out requantified,Leave out requantified,Median,25.5,25.1,24.3,24.7,1309000000,959090000,349940000,139470000,107450000,32020000,154140000,103940000,50199000,459900000,344070000,115840000,555510000,403620000,151890000,,,,1705,3593;4073;7338;9152;9472;10204;10577;11733;12019,True;True;True;True;True;True;True;True;True,3837;4344;7919;9875;10227;11009;11410;12632;12937,10271;10272;11476;21021;26324;27294;27295;27296;27297;29400;29401;29402;29403;30496;30497;30498;30499;33647;33648;34451,19229;19230;19231;21323;39062;48923;50578;50579;50580;50581;50582;50583;50584;54478;54479;54480;54481;54482;54483;54484;54485;54486;54487;56510;56511;56512;56513;56514;61987;61988;61989;61990;61991;61992;63428,19229;21323;39062;48923;50584;54479;56510;61992;63428,,,,,-1;-1,protein_1706,quanti,quanti,quanti,quanti
RBMX,2.97720916617899,0.00113102558653839,P38159;H3BT71;H0Y6E7;H3BR27;H3BUY5;O75526;H3BNC1;Q8N7X1,P38159;H3BT71;H0Y6E7;H3BR27,16;15;14;9;5;4;4;1,16;15;14;9;5;4;4;1,7;6;6;5;1;3;2;0,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed","sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;tr|H3BT71|H3BT71_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1;tr|H0Y6E7|H0Y6E7_HUMAN RNA-binding motif protein",8,16,16,7,5,4,11,12,5,4,11,12,3,1,4,5,43.7,43.7,14.8,42.331,391,391;296;292;78;263;392;37;1067,0.0,122.73,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23133,0.76347,17.298,42,16,Leave out requantified,0.23118,0.34878,0.21051,0.23661,0.8494,0.95591,0.76008,0.71609,28.092,39.616,17.91,16.762,5,4,16,17,3,3,5,5,Median,Median,Leave out requantified,Leave out requantified,20.5,17.1,34.3,34.5,8186400000,6638000000,1548400000,254270000,201900000,52365000,186090000,134950000,51134000,3184800000,2610100000,574750000,4561200000,3691100000,870170000,,,,1706,982;1211;1212;3208;3288;3296;3316;5377;5378;5544;8544;8545;8546;9946;15271;18491,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1038;1039;1293;1294;3431;3517;3525;3546;5741;5742;5743;5744;5933;9221;9222;9223;10736;10737;16372;19774,2792;2793;2794;2795;2796;2797;3525;3526;3527;3528;3529;9298;9494;9510;9511;9563;15113;15114;15115;15116;15117;15118;15119;15120;15121;15122;15677;15678;24610;24611;24612;24613;24614;24615;24616;28678;28679;28680;43415;43416;52609;52610;52611;52612,5124;5125;5126;5127;5128;5129;5130;6556;6557;6558;6559;6560;6561;6562;6563;6564;6565;17459;17840;17863;17864;17865;17866;17867;17868;17972;28146;28147;28148;28149;28150;28151;28152;28153;28154;28155;28156;28157;28158;28159;28160;28161;28162;28163;28164;28165;28166;28167;28168;28169;28170;28171;28172;28173;28174;28175;28176;28177;29270;29271;29272;29273;45770;45771;45772;45773;45774;45775;45776;45777;53102;53103;53104;53105;53106;53107;79477;79478;79479;79480;79481;97150;97151;97152;97153,5125;6562;6565;17459;17840;17865;17972;28146;28164;29270;45772;45775;45777;53105;79477;97151,110,,80,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1707,quanti,quanti,quanti,quanti
GGCX,19.5705665188071,2.48511706805877e-06,P38435,P38435,2,2,2,Vitamin K-dependent gamma-carboxylase,sp|P38435|VKGC_HUMAN Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2,1,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,3.4,3.4,3.4,87.56,758,758,0.023939,0.72181,,,By MS/MS,By MS/MS,0.39897,0.96544,66.488,3,2,Median,,,0.39897,0.27099,,,0.96544,0.70301,,,,90.391,0,0,1,2,0,0,1,1,Median,Median,Median,Median,0.0,0.0,1.7,3.4,99076000,69873000,29203000,0,0,0,0,0,0,21769000,15801000,5968500,77307000,54072000,23235000,,,,1708,13207;18453,True;True,14202;19736,37810;52519;52520,69547;97013;97014,69547;97014,,,,,-1,protein_1709,quanti,quanti,imputed MEC,imputed MEC
ATP6V1A,-1.37513492424966,0.0228292908915824,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,19;7;6;1,19;7;6;1,19;7;6;1,V-type proton ATPase catalytic subunit A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,4,19,19,19,14,14,9,7,14,14,9,7,14,14,9,7,43.8,43.8,43.8,68.303,617,617;221;184;49,0.0,45.829,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42083,1.2255,22.19,44,18,Leave out requantified,0.39852,0.48758,0.27637,0.37428,1.3119,1.2283,0.95122,1.0442,21.793,14.859,20.109,33.056,14,15,8,7,3,4,4,7,Leave out requantified,Leave out requantified,Leave out requantified,Median,30.0,29.3,23.0,19.3,2799400000,1978400000,821000000,615480000,419940000,195540000,898660000,605580000,293080000,762930000,583610000,179320000,522350000,369290000,153060000,,,,1709,1083;1184;1185;2912;5008;6515;7745;8939;9481;9639;10421;12390;14161;14757;16986;18715;18775;19085;20206,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1156;1266;1267;3116;5336;7005;8367;9639;10236;10404;11239;13332;15194;15829;18172;20018;20082;20435;21633,3128;3435;3436;3437;3438;3439;3440;3441;3442;8555;8556;14081;14082;14083;18549;18550;18551;18552;22297;22298;25694;25695;27322;27323;27324;27325;27782;27783;30016;30017;35543;35544;40409;41992;41993;48253;48254;48255;48256;53263;53445;53446;53447;53448;54466;57566;57567;57568,5803;5804;6391;6392;6393;6394;6395;6396;6397;6398;6399;6400;6401;6402;6403;6404;16122;16123;26090;26091;26092;26093;26094;26095;26096;26097;26098;26099;34345;34346;34347;34348;34349;34350;34351;41587;41588;41589;41590;47837;47838;50623;50624;50625;50626;50627;50628;50629;51498;51499;51500;55649;55650;65495;65496;65497;65498;74299;76988;76989;76990;76991;88363;88364;88365;88366;88367;88368;88369;88370;88371;88372;98415;98737;98738;98739;98740;98741;98742;98743;100742;100743;106753;106754;106755,5803;6395;6404;16122;26096;34346;41589;47837;50625;51500;55649;65495;74299;76988;88372;98415;98737;100743;106753,,,,,-1;-1;-1;-1,protein_1710,quanti,quanti,quanti,quanti
HSPA9,0.704122637203312,0.0601559418461928,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,35;12;9;5;4;3;1,35;12;9;5;4;3;1,35;12;9;5;4;3;1,"Stress-70 protein, mitochondrial","sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",7,35,35,35,19,19,30,32,19,19,30,32,19,19,30,32,52.3,52.3,52.3,73.68,679,679;180;95;62;163;102;43,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36675,1.1445,12.059,159,19,Leave out requantified,0.33855,0.3923,0.34869,0.37389,1.1816,1.1512,1.1558,1.1627,17.364,11.783,16.282,11.783,26,26,48,59,0,0,8,11,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,29.7,28.6,48.7,50.8,46977000000,33774000000,13203000000,4150600000,3069800000,1080700000,5257300000,3727400000,1529900000,14329000000,10528000000,3801000000,23241000000,16449000000,6791300000,,,,1710,1586;1755;1756;1976;1977;2706;3845;3927;4010;4014;5278;6475;9277;9923;10812;11990;12270;12709;13246;14036;14210;14261;14274;14275;15185;15346;16419;16675;17956;17957;18494;18933;19621;19622;20507,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1700;1701;1883;1884;1885;1886;2116;2117;2118;2890;2891;4103;4190;4278;4282;4283;5631;6957;10010;10713;11660;12902;12903;13200;13201;13202;13670;13671;14243;14244;15065;15066;15250;15303;15317;15318;15319;16277;16449;17583;17850;19200;19201;19777;20264;21010;21011;21012;21944,4749;4750;4751;4752;4753;5223;5224;5225;5226;5227;5228;5229;5230;5231;5232;5233;5234;5235;5236;5237;5238;5239;5240;5921;5922;5923;5924;5925;5926;5927;5928;5929;5930;7946;7947;7948;7949;7950;7951;10927;10928;11108;11109;11322;11327;11328;11329;11330;11331;11332;11333;11334;11335;14837;14838;14839;18424;26703;28624;28625;31175;31176;31177;34356;34357;34358;35179;35180;35181;35182;35183;35184;35185;35186;35187;35188;35189;35190;35191;36407;36408;36409;36410;36411;36412;36413;37932;37933;37934;37935;37936;37937;37938;37939;40111;40112;40113;40114;40115;40557;40558;40689;40690;40691;40739;40740;40741;40742;40743;40744;40745;40746;40747;40748;40749;40750;43143;43144;43145;43146;43610;43611;43612;46630;46631;47366;47367;47368;47369;47370;47371;47372;51048;51049;51050;51051;51052;51053;51054;51055;51056;51057;51058;52615;53972;53973;53974;55963;55964;55965;55966;55967;55968;55969;55970;55971;55972;55973;55974;55975;58376;58377,9032;9033;9034;9035;9036;9037;9038;9039;9040;9041;9042;9043;9044;9045;9046;9864;9865;9866;9867;9868;9869;9870;9871;9872;9873;9874;9875;9876;9877;9878;9879;9880;9881;9882;9883;9884;9885;9886;9887;9888;9889;9890;9891;9892;9893;9894;9895;9896;9897;9898;9899;9900;9901;9902;9903;9904;9905;11168;11169;11170;11171;11172;11173;11174;11175;11176;11177;11178;14910;14911;14912;14913;14914;14915;14916;14917;14918;14919;14920;14921;14922;14923;14924;20357;20358;20359;20360;20361;20362;20363;20364;20365;20366;20367;20368;20369;20370;20371;20372;20373;20374;20375;20376;20679;20680;20681;20682;20683;20684;20685;20686;20687;21059;21064;21065;21066;21067;21068;21069;21070;21071;21072;21073;21074;21075;21076;21077;21078;21079;21080;21081;21082;21083;21084;21085;21086;27583;27584;27585;34119;49534;53027;53028;53029;53030;53031;53032;57707;57708;57709;57710;57711;57712;57713;57714;57715;57716;57717;57718;57719;57720;57721;57722;57723;57724;57725;57726;57727;57728;57729;57730;57731;57732;63233;63234;63235;64864;64865;64866;64867;64868;64869;64870;64871;64872;64873;64874;64875;64876;64877;64878;64879;64880;64881;64882;64883;64884;64885;64886;64887;64888;64889;64890;64891;64892;64893;64894;64895;64896;64897;64898;64899;64900;64901;64902;64903;67080;67081;67082;67083;67084;67085;67086;67087;67088;69758;69759;69760;69761;69762;69763;69764;69765;69766;69767;69768;69769;69770;69771;69772;69773;69774;69775;69776;69777;69778;69779;69780;69781;69782;69783;73813;73814;73815;73816;73817;73818;73819;73820;74590;74591;74592;74593;74594;74595;74596;74824;74825;74826;74827;74828;74829;74830;74925;74926;74927;74928;74929;74930;74931;74932;74933;74934;74935;74936;74937;74938;74939;74940;74941;74942;74943;74944;74945;74946;74947;74948;78980;78981;78982;78983;79868;79869;79870;85333;85334;85335;85336;85337;86638;86639;86640;86641;86642;86643;86644;86645;86646;86647;86648;86649;86650;86651;86652;86653;93941;93942;93943;93944;93945;93946;93947;93948;93949;93950;93951;93952;93953;93954;93955;93956;93957;93958;93959;93960;93961;93962;93963;93964;93965;93966;93967;93968;93969;93970;93971;93972;93973;93974;93975;93976;93977;93978;93979;97156;97157;97158;99792;99793;99794;99795;99796;103708;103709;103710;103711;103712;103713;103714;103715;103716;103717;103718;103719;103720;103721;103722;103723;103724;103725;103726;103727;103728;103729;103730;103731;103732;103733;108117;108118;108119;108120;108121,9045;9866;9899;11173;11178;14918;20373;20685;21059;21066;27584;34119;49534;53029;57725;63235;64882;67085;69780;73817;74596;74830;74927;74933;78983;79870;85337;86646;93954;93978;97158;99796;103715;103733;108121,,106;107,,172;303,-1;-1;-1;-1;-1;-1;-1,protein_1711,quanti,quanti,quanti,quanti
EIF4A3,0.61509631548806,0.0579686270213849,P38919;I3L3H2,P38919;I3L3H2,23;19,20;16,20;16,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,2,23,20,20,10,12,17,18,8,9,16,16,8,9,16,16,53.0,47.0,47.0,46.871,411,411;390,0.0,91.689,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41458,1.2093,28.773,54,19,Leave out requantified,0.48905,0.50485,0.36666,0.41678,1.5949,1.3966,1.216,1.2898,29.788,33.16,22.807,64.891,8,9,19,18,1,5,6,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,33.1,27.5,47.4,53.0,5588000000,3749200000,1838900000,547010000,372120000,174880000,643850000,434190000,209660000,2079900000,1410000000,669970000,2317200000,1532900000,784350000,,,,1711,2136;3397;3398;3699;4028;4029;4764;5454;5779;5863;5938;6441;8925;9058;9317;9814;12831;12832;12995;14960;19211;20874;20875,True;True;True;True;True;True;True;True;False;True;True;True;True;True;False;True;True;True;True;False;True;True;True,2280;3629;3630;3950;4299;4300;5077;5837;6192;6193;6285;6370;6916;9624;9772;10054;10598;13798;13799;13973;16047;20571;22323;22324,6332;6333;6334;6335;9771;9772;9773;9774;9775;9776;10563;10564;10565;10566;10567;11374;11375;11376;11377;11378;13373;13374;13375;15418;15419;15420;15421;16428;16429;16430;16431;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;16677;16678;16927;16928;18312;18313;25659;25660;25661;26053;26054;26814;26815;28380;28381;28382;36726;36727;36728;36729;37164;37165;37166;42571;42572;54834;54835;54836;54837;59366;59367;59368;59369,11846;11847;11848;11849;11850;11851;11852;11853;11854;11855;11856;11857;18279;18280;18281;18282;18283;18284;18285;19755;19756;19757;19758;19759;19760;21169;21170;21171;21172;21173;24796;24797;24798;28786;28787;28788;28789;30634;30635;30636;30637;30638;30639;30640;30641;30642;30643;30644;30645;30646;30647;30648;30649;30650;30651;30652;30653;30654;30655;30656;30657;30658;30659;31045;31046;31047;31524;31525;31526;31527;31528;33896;33897;47777;47778;47779;47780;47781;48472;48473;48474;48475;49697;49698;49699;49700;52623;52624;52625;52626;67581;67582;67583;67584;67585;67586;67587;67588;67589;67590;68310;68311;68312;68313;78027;78028;101476;101477;101478;101479;101480;101481;101482;101483;101484;101485;109793;109794;109795,11846;18279;18285;19757;21171;21173;24798;28786;30642;31046;31524;33896;47779;48472;49699;52624;67583;67590;68311;78028;101476;109794;109795,,,,,-1;-1,protein_1712,quanti,quanti,quanti,quanti
RPS19,-0.359423659466046,0.222042476828002,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,13;10;10;10;3,13;10;10;10;3,13;10;10;10;3,40S ribosomal protein S19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,5,13,13,13,10,10,11,11,10,10,11,11,10,10,11,11,51.7,51.7,51.7,16.06,145,145;71;100;102;71,0.0,151.75,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24069,0.77264,23.85,64,19,Leave out requantified,0.23079,0.25179,0.22057,0.25928,0.83544,0.70345,0.79784,0.81722,20.962,17.211,8.6093,24.57,14,13,18,19,5,1,8,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,49.7,44.8,47.6,47.6,11049000000,8843100000,2205600000,1813300000,1472200000,341170000,2052800000,1620700000,432160000,3527800000,2879400000,648330000,3654900000,2870900000,783990000,,,,1712,1128;1129;3272;3692;6807;10620;10621;13408;14144;15161;15613;19287;19528,True;True;True;True;True;True;True;True;True;True;True;True;True,1206;1207;1208;1209;3501;3943;7337;11454;11455;14414;15176;16251;16727;20653;20654;20915,3265;3266;3267;3268;3269;3270;3271;3272;3273;3274;3275;3276;9458;9459;9460;9461;9462;10541;10542;19497;19498;19499;19500;19501;19502;19503;19504;19505;30622;30623;30624;30625;30626;30627;38370;38371;38372;38373;38374;38375;40364;40365;40366;40367;40368;40369;40370;40371;43075;43076;43077;43078;43079;43080;43081;43082;44305;55043;55044;55045;55046;55047;55048;55754;55755,6094;6095;6096;6097;6098;6099;6100;6101;6102;6103;6104;6105;6106;6107;6108;6109;6110;6111;6112;6113;6114;6115;6116;6117;6118;17776;17777;17778;17779;17780;17781;17782;17783;17784;17785;19713;19714;19715;36164;36165;36166;36167;36168;36169;36170;36171;36172;36173;36174;36175;36176;36177;36178;36179;36180;36181;36182;36183;36184;36185;36186;36187;36188;36189;36190;36191;36192;36193;56718;56719;56720;56721;56722;56723;56724;56725;56726;56727;70515;70516;70517;70518;70519;70520;70521;70522;70523;70524;70525;74211;74212;74213;74214;74215;74216;74217;74218;74219;74220;74221;74222;74223;74224;74225;74226;78870;78871;78872;78873;78874;78875;78876;78877;78878;78879;78880;78881;78882;78883;78884;81075;81076;81077;101889;101890;101891;101892;101893;101894;101895;101896;101897;101898;101899;101900;101901;101902;101903;103315;103316;103317;103318,6094;6104;17779;19714;36176;56721;56726;70523;74213;78871;81076;101895;103318,,,,,-1;-1;-1;-1;-1,protein_1713,quanti,quanti,quanti,quanti
